order_id,order_date,product_id,quantity,item_revenue_sar,item_cost_sar,discount_sar
SYN-20250703-1-03,2025-07-03,P010,1,279.0,83.0,0.0
SYN-20250703-1-04,2025-07-03,P011,1,199.0,61.0,19.9
SYN-20250703-1-05,2025-07-03,P012,1,359.0,137.0,0.0
SYN-20250703-1-06,2025-07-03,P001,1,299.0,94.0,0.0
SYN-20250703-1-07,2025-07-03,P002,2,178.0,48.0,17.8
SYN-20250703-1-08,2025-07-03,P003,1,179.0,49.0,17.9
SYN-20250703-2-00,2025-07-03,P010,1,279.0,83.0,27.9
SYN-20250703-2-01,2025-07-03,P011,2,398.0,122.0,39.8
SYN-20250703-2-02,2025-07-03,P012,2,718.0,274.0,0.0
SYN-20250703-2-03,2025-07-03,P001,1,299.0,94.0,29.9
SYN-20250703-2-04,2025-07-03,P002,1,89.0,24.0,0.0
SYN-20250703-2-05,2025-07-03,P003,1,179.0,49.0,17.9
SYN-20250703-2-06,2025-07-03,P004,1,249.0,71.0,0.0
SYN-20250703-2-07,2025-07-03,P005,1,219.0,67.0,0.0
SYN-20250703-2-08,2025-07-03,P006,1,139.0,35.0,0.0
SYN-20250703-2-09,2025-07-03,P007,1,189.0,55.0,18.9
SYN-20250704-0-00,2025-07-04,P009,1,159.0,43.0,0.0
SYN-20250704-0-01,2025-07-04,P010,1,279.0,83.0,0.0
SYN-20250704-0-02,2025-07-04,P011,1,199.0,61.0,0.0
SYN-20250704-0-03,2025-07-04,P012,1,359.0,137.0,0.0
SYN-20250704-0-04,2025-07-04,P001,1,299.0,94.0,29.9
SYN-20250704-0-05,2025-07-04,P002,1,89.0,24.0,0.0
SYN-20250704-0-06,2025-07-04,P003,1,179.0,49.0,0.0
SYN-20250704-0-07,2025-07-04,P004,1,249.0,71.0,0.0
SYN-20250704-1-00,2025-07-04,P012,1,359.0,137.0,0.0
SYN-20250704-1-01,2025-07-04,P001,1,299.0,94.0,0.0
SYN-20250704-1-02,2025-07-04,P002,1,89.0,24.0,8.9
SYN-20250704-1-03,2025-07-04,P003,1,179.0,49.0,0.0
SYN-20250704-1-04,2025-07-04,P004,1,249.0,71.0,0.0
SYN-20250704-1-05,2025-07-04,P005,1,219.0,67.0,0.0
SYN-20250704-1-06,2025-07-04,P006,1,139.0,35.0,13.9
SYN-20250704-2-00,2025-07-04,P003,1,179.0,49.0,0.0
SYN-20250704-2-01,2025-07-04,P004,1,249.0,71.0,0.0
SYN-20250704-2-02,2025-07-04,P005,1,219.0,67.0,0.0
SYN-20250704-2-03,2025-07-04,P006,1,139.0,35.0,0.0
SYN-20250704-2-04,2025-07-04,P007,1,189.0,55.0,18.9
SYN-20250704-2-05,2025-07-04,P008,1,329.0,121.0,0.0
SYN-20250704-2-06,2025-07-04,P009,1,159.0,43.0,0.0
SYN-20250704-2-07,2025-07-04,P010,1,279.0,83.0,0.0
SYN-20250704-2-08,2025-07-04,P011,1,199.0,61.0,19.9
SYN-20250704-2-09,2025-07-04,P012,1,359.0,137.0,35.9
SYN-20250704-2-10,2025-07-04,P001,1,299.0,94.0,0.0
SYN-20250704-2-11,2025-07-04,P002,1,89.0,24.0,0.0
SYN-20250704-2-12,2025-07-04,P003,1,179.0,49.0,0.0
SYN-20250704-2-13,2025-07-04,P004,1,249.0,71.0,0.0
SYN-20250704-2-14,2025-07-04,P005,1,219.0,67.0,0.0
SYN-20250705-0-00,2025-07-05,P002,1,89.0,24.0,8.9
SYN-20250705-0-01,2025-07-05,P003,1,179.0,49.0,0.0
SYN-20250705-0-02,2025-07-05,P004,1,249.0,71.0,24.9
SYN-20250705-0-03,2025-07-05,P005,1,219.0,67.0,0.0
SYN-20250705-0-04,2025-07-05,P006,1,139.0,35.0,0.0
SYN-20250705-0-05,2025-07-05,P007,1,189.0,55.0,0.0
SYN-20250705-0-06,2025-07-05,P008,1,329.0,121.0,0.0
SYN-20250705-0-07,2025-07-05,P009,1,159.0,43.0,0.0
SYN-20250705-0-08,2025-07-05,P010,1,279.0,83.0,0.0
SYN-20250705-0-09,2025-07-05,P011,1,199.0,61.0,19.9
SYN-20250705-0-10,2025-07-05,P012,1,359.0,137.0,0.0
SYN-20250705-1-00,2025-07-05,P005,1,219.0,67.0,0.0
SYN-20250705-1-01,2025-07-05,P006,1,139.0,35.0,0.0
SYN-20250705-1-02,2025-07-05,P007,1,189.0,55.0,18.9
SYN-20250705-1-03,2025-07-05,P008,2,658.0,242.0,0.0
SYN-20250705-1-04,2025-07-05,P009,1,159.0,43.0,0.0
SYN-20250705-1-05,2025-07-05,P010,1,279.0,83.0,0.0
SYN-20250705-1-06,2025-07-05,P011,1,199.0,61.0,0.0
SYN-20250705-1-07,2025-07-05,P012,2,718.0,274.0,0.0
SYN-20250705-1-08,2025-07-05,P001,1,299.0,94.0,0.0
SYN-20250705-1-09,2025-07-05,P002,1,89.0,24.0,0.0
SYN-20250705-2-00,2025-07-05,P008,2,658.0,242.0,0.0
SYN-20250705-2-01,2025-07-05,P009,1,159.0,43.0,15.9
SYN-20250705-2-02,2025-07-05,P010,1,279.0,83.0,0.0
SYN-20250705-2-03,2025-07-05,P011,1,199.0,61.0,0.0
SYN-20250705-2-04,2025-07-05,P012,1,359.0,137.0,35.9
SYN-20250705-2-05,2025-07-05,P001,1,299.0,94.0,29.9
SYN-20250705-2-06,2025-07-05,P002,1,89.0,24.0,0.0
SYN-20250705-2-07,2025-07-05,P003,1,179.0,49.0,0.0
SYN-20250705-2-08,2025-07-05,P004,1,249.0,71.0,0.0
SYN-20250706-0-00,2025-07-06,P007,1,189.0,55.0,18.9
SYN-20250706-0-01,2025-07-06,P008,1,329.0,121.0,0.0
SYN-20250706-0-02,2025-07-06,P009,1,159.0,43.0,15.9
SYN-20250706-0-03,2025-07-06,P010,1,279.0,83.0,0.0
SYN-20250706-0-04,2025-07-06,P011,1,199.0,61.0,0.0
SYN-20250706-0-05,2025-07-06,P012,2,718.0,274.0,0.0
SYN-20250706-0-06,2025-07-06,P001,1,299.0,94.0,29.9
SYN-20250706-1-00,2025-07-06,P010,2,558.0,166.0,0.0
SYN-20250706-1-01,2025-07-06,P011,1,199.0,61.0,0.0
SYN-20250706-1-02,2025-07-06,P012,1,359.0,137.0,35.9
SYN-20250706-1-03,2025-07-06,P001,1,299.0,94.0,0.0
SYN-20250706-2-00,2025-07-06,P001,1,299.0,94.0,0.0
SYN-20250706-2-01,2025-07-06,P002,1,89.0,24.0,0.0
SYN-20250706-2-02,2025-07-06,P003,1,179.0,49.0,17.9
SYN-20250706-2-03,2025-07-06,P004,1,249.0,71.0,24.9
SYN-20250706-2-04,2025-07-06,P005,1,219.0,67.0,0.0
SYN-20250707-0-00,2025-07-07,P012,1,359.0,137.0,35.9
SYN-20250707-0-01,2025-07-07,P001,1,299.0,94.0,0.0
SYN-20250707-0-02,2025-07-07,P002,1,89.0,24.0,0.0
SYN-20250707-0-03,2025-07-07,P003,1,179.0,49.0,0.0
SYN-20250707-0-04,2025-07-07,P004,1,249.0,71.0,0.0
SYN-20250707-0-05,2025-07-07,P005,1,219.0,67.0,0.0
SYN-20250707-0-06,2025-07-07,P006,1,139.0,35.0,0.0
SYN-20250707-0-07,2025-07-07,P007,1,189.0,55.0,18.9
SYN-20250707-0-08,2025-07-07,P008,1,329.0,121.0,0.0
SYN-20250707-0-09,2025-07-07,P009,1,159.0,43.0,0.0
SYN-20250707-1-00,2025-07-07,P003,1,179.0,49.0,0.0
SYN-20250707-1-01,2025-07-07,P004,1,249.0,71.0,0.0
SYN-20250707-1-02,2025-07-07,P005,1,219.0,67.0,0.0
SYN-20250707-1-03,2025-07-07,P006,1,139.0,35.0,0.0
SYN-20250707-1-04,2025-07-07,P007,1,189.0,55.0,0.0
SYN-20250707-1-05,2025-07-07,P008,1,329.0,121.0,0.0
SYN-20250707-1-06,2025-07-07,P009,1,159.0,43.0,0.0
SYN-20250707-1-07,2025-07-07,P010,1,279.0,83.0,0.0
SYN-20250707-1-08,2025-07-07,P011,1,199.0,61.0,19.9
SYN-20250707-1-09,2025-07-07,P012,1,359.0,137.0,0.0
SYN-20250707-1-10,2025-07-07,P001,1,299.0,94.0,0.0
SYN-20250707-1-11,2025-07-07,P002,1,89.0,24.0,0.0
SYN-20250707-2-00,2025-07-07,P006,1,139.0,35.0,0.0
SYN-20250707-2-01,2025-07-07,P007,1,189.0,55.0,0.0
SYN-20250707-2-02,2025-07-07,P008,1,329.0,121.0,0.0
SYN-20250707-2-03,2025-07-07,P009,1,159.0,43.0,0.0
SYN-20250707-2-04,2025-07-07,P010,1,279.0,83.0,0.0
SYN-20250707-2-05,2025-07-07,P011,1,199.0,61.0,0.0
SYN-20250707-2-06,2025-07-07,P012,1,359.0,137.0,0.0
SYN-20250707-2-07,2025-07-07,P001,1,299.0,94.0,0.0
SYN-20250707-2-08,2025-07-07,P002,1,89.0,24.0,8.9
SYN-20250707-2-09,2025-07-07,P003,1,179.0,49.0,0.0
SYN-20250708-0-00,2025-07-08,P005,1,219.0,67.0,21.9
SYN-20250708-0-01,2025-07-08,P006,2,278.0,70.0,27.8
SYN-20250708-0-02,2025-07-08,P007,1,189.0,55.0,0.0
SYN-20250708-0-03,2025-07-08,P008,1,329.0,121.0,0.0
SYN-20250708-0-04,2025-07-08,P009,1,159.0,43.0,0.0
SYN-20250708-0-05,2025-07-08,P010,1,279.0,83.0,0.0
SYN-20250708-1-00,2025-07-08,P008,1,329.0,121.0,32.9
SYN-20250708-1-01,2025-07-08,P009,1,159.0,43.0,0.0
SYN-20250708-1-02,2025-07-08,P010,1,279.0,83.0,0.0
SYN-20250708-1-03,2025-07-08,P011,1,199.0,61.0,0.0
SYN-20250708-1-04,2025-07-08,P012,1,359.0,137.0,0.0
SYN-20250708-1-05,2025-07-08,P001,1,299.0,94.0,0.0
SYN-20250708-1-06,2025-07-08,P002,1,89.0,24.0,0.0
SYN-20250708-1-07,2025-07-08,P003,1,179.0,49.0,0.0
SYN-20250708-1-08,2025-07-08,P004,1,249.0,71.0,0.0
SYN-20250708-2-00,2025-07-08,P011,1,199.0,61.0,0.0
SYN-20250708-2-01,2025-07-08,P012,1,359.0,137.0,0.0
SYN-20250708-2-02,2025-07-08,P001,1,299.0,94.0,0.0
SYN-20250708-2-03,2025-07-08,P002,1,89.0,24.0,0.0
SYN-20250708-2-04,2025-07-08,P003,1,179.0,49.0,0.0
SYN-20250709-0-00,2025-07-09,P010,1,279.0,83.0,0.0
SYN-20250709-0-01,2025-07-09,P011,1,199.0,61.0,19.9
SYN-20250709-0-02,2025-07-09,P012,1,359.0,137.0,0.0
SYN-20250709-0-03,2025-07-09,P001,2,598.0,188.0,0.0
SYN-20250709-0-04,2025-07-09,P002,1,89.0,24.0,0.0
SYN-20250709-0-05,2025-07-09,P003,1,179.0,49.0,0.0
SYN-20250709-0-06,2025-07-09,P004,1,249.0,71.0,0.0
SYN-20250709-0-07,2025-07-09,P005,1,219.0,67.0,0.0
SYN-20250709-1-00,2025-07-09,P001,1,299.0,94.0,0.0
SYN-20250709-1-01,2025-07-09,P002,1,89.0,24.0,0.0
SYN-20250709-1-02,2025-07-09,P003,1,179.0,49.0,0.0
SYN-20250709-1-03,2025-07-09,P004,1,249.0,71.0,0.0
SYN-20250709-1-04,2025-07-09,P005,1,219.0,67.0,0.0
SYN-20250709-2-00,2025-07-09,P004,1,249.0,71.0,0.0
SYN-20250709-2-01,2025-07-09,P005,1,219.0,67.0,21.9
SYN-20250709-2-02,2025-07-09,P006,1,139.0,35.0,0.0
SYN-20250709-2-03,2025-07-09,P007,1,189.0,55.0,0.0
SYN-20250709-2-04,2025-07-09,P008,1,329.0,121.0,0.0
SYN-20250709-2-05,2025-07-09,P009,1,159.0,43.0,0.0
SYN-20250709-2-06,2025-07-09,P010,1,279.0,83.0,0.0
SYN-20250709-2-07,2025-07-09,P011,1,199.0,61.0,0.0
SYN-20250709-2-08,2025-07-09,P012,2,718.0,274.0,0.0
SYN-20250709-2-09,2025-07-09,P001,1,299.0,94.0,0.0
SYN-20250709-2-10,2025-07-09,P002,1,89.0,24.0,0.0
SYN-20250710-0-00,2025-07-10,P003,1,179.0,49.0,0.0
SYN-20250710-0-01,2025-07-10,P004,1,249.0,71.0,0.0
SYN-20250710-0-02,2025-07-10,P005,2,438.0,134.0,0.0
SYN-20250710-0-03,2025-07-10,P006,1,139.0,35.0,0.0
SYN-20250710-0-04,2025-07-10,P007,1,189.0,55.0,0.0
SYN-20250710-0-05,2025-07-10,P008,1,329.0,121.0,0.0
SYN-20250710-1-00,2025-07-10,P006,1,139.0,35.0,0.0
SYN-20250710-1-01,2025-07-10,P007,1,189.0,55.0,0.0
SYN-20250710-1-02,2025-07-10,P008,1,329.0,121.0,0.0
SYN-20250710-1-03,2025-07-10,P009,1,159.0,43.0,0.0
SYN-20250710-1-04,2025-07-10,P010,2,558.0,166.0,0.0
SYN-20250710-2-00,2025-07-10,P009,1,159.0,43.0,0.0
SYN-20250710-2-01,2025-07-10,P010,1,279.0,83.0,0.0
SYN-20250710-2-02,2025-07-10,P011,1,199.0,61.0,19.9
SYN-20250710-2-03,2025-07-10,P012,1,359.0,137.0,0.0
SYN-20250710-2-04,2025-07-10,P001,1,299.0,94.0,0.0
SYN-20250710-2-05,2025-07-10,P002,1,89.0,24.0,0.0
SYN-20250711-0-00,2025-07-11,P008,1,329.0,121.0,0.0
SYN-20250711-0-01,2025-07-11,P009,1,159.0,43.0,0.0
SYN-20250711-0-02,2025-07-11,P010,1,279.0,83.0,0.0
SYN-20250711-0-03,2025-07-11,P011,1,199.0,61.0,0.0
SYN-20250711-0-04,2025-07-11,P012,1,359.0,137.0,0.0
SYN-20250711-0-05,2025-07-11,P001,1,299.0,94.0,0.0
SYN-20250711-0-06,2025-07-11,P002,1,89.0,24.0,0.0
SYN-20250711-0-07,2025-07-11,P003,1,179.0,49.0,17.9
SYN-20250711-0-08,2025-07-11,P004,1,249.0,71.0,0.0
SYN-20250711-0-09,2025-07-11,P005,1,219.0,67.0,0.0
SYN-20250711-1-00,2025-07-11,UNMAPPED-001,1,199.0,61.0,0.0
SYN-20250711-1-01,2025-07-11,P012,1,359.0,137.0,35.9
SYN-20250711-1-02,2025-07-11,P001,1,299.0,94.0,0.0
SYN-20250711-1-03,2025-07-11,P002,1,89.0,24.0,0.0
SYN-20250711-1-04,2025-07-11,P003,1,179.0,49.0,0.0
SYN-20250711-1-05,2025-07-11,P004,2,498.0,142.0,0.0
SYN-20250711-1-06,2025-07-11,P005,1,219.0,67.0,21.9
SYN-20250711-1-07,2025-07-11,P006,1,139.0,35.0,0.0
SYN-20250711-1-08,2025-07-11,P007,1,189.0,55.0,0.0
SYN-20250711-1-09,2025-07-11,P008,1,329.0,121.0,0.0
SYN-20250711-2-00,2025-07-11,P002,1,89.0,24.0,0.0
SYN-20250711-2-01,2025-07-11,P003,2,358.0,98.0,0.0
SYN-20250711-2-02,2025-07-11,P004,1,249.0,71.0,0.0
SYN-20250712-0-00,2025-07-12,P001,1,299.0,94.0,0.0
SYN-20250712-0-01,2025-07-12,P002,1,89.0,24.0,0.0
SYN-20250712-0-02,2025-07-12,P003,1,179.0,49.0,0.0
SYN-20250712-0-03,2025-07-12,P004,1,249.0,71.0,0.0
SYN-20250712-0-04,2025-07-12,P005,1,219.0,67.0,0.0
SYN-20250712-0-05,2025-07-12,P006,1,139.0,35.0,0.0
SYN-20250712-0-06,2025-07-12,P007,1,189.0,55.0,0.0
SYN-20250712-0-07,2025-07-12,P008,1,329.0,121.0,0.0
SYN-20250712-0-08,2025-07-12,P009,1,159.0,43.0,0.0
SYN-20250712-0-09,2025-07-12,P010,2,558.0,166.0,55.8
SYN-20250712-0-10,2025-07-12,P011,2,398.0,122.0,0.0
SYN-20250712-0-11,2025-07-12,P012,1,359.0,137.0,0.0
SYN-20250712-0-12,2025-07-12,P001,1,299.0,94.0,0.0
SYN-20250712-1-00,2025-07-12,P004,1,249.0,71.0,0.0
SYN-20250712-1-01,2025-07-12,P005,1,219.0,67.0,21.9
SYN-20250712-1-02,2025-07-12,P006,1,139.0,35.0,0.0
SYN-20250712-1-03,2025-07-12,P007,1,189.0,55.0,0.0
SYN-20250712-1-04,2025-07-12,P008,1,329.0,121.0,0.0
SYN-20250712-1-05,2025-07-12,P009,1,159.0,43.0,15.9
SYN-20250712-2-00,2025-07-12,P007,2,378.0,110.0,37.8
SYN-20250712-2-01,2025-07-12,P008,1,329.0,121.0,32.9
SYN-20250712-2-02,2025-07-12,P009,1,159.0,43.0,0.0
SYN-20250712-2-03,2025-07-12,P010,1,279.0,83.0,0.0
SYN-20250712-2-04,2025-07-12,P011,1,199.0,61.0,0.0
SYN-20250712-2-05,2025-07-12,P012,1,359.0,137.0,0.0
SYN-20250712-2-06,2025-07-12,P001,1,299.0,94.0,0.0
SYN-20250713-0-00,2025-07-13,P006,1,139.0,35.0,13.9
SYN-20250713-0-01,2025-07-13,P007,1,189.0,55.0,0.0
SYN-20250713-0-02,2025-07-13,P008,2,658.0,242.0,0.0
SYN-20250713-0-03,2025-07-13,P009,1,159.0,43.0,15.9
SYN-20250713-0-04,2025-07-13,P010,1,279.0,83.0,0.0
SYN-20250713-0-05,2025-07-13,P011,2,398.0,122.0,0.0
SYN-20250713-0-06,2025-07-13,P012,1,359.0,137.0,0.0
SYN-20250713-0-07,2025-07-13,P001,1,299.0,94.0,0.0
SYN-20250713-0-08,2025-07-13,P002,1,89.0,24.0,0.0
SYN-20250713-1-00,2025-07-13,P009,1,159.0,43.0,0.0
SYN-20250713-1-01,2025-07-13,P010,1,279.0,83.0,0.0
SYN-20250713-1-02,2025-07-13,P011,1,199.0,61.0,0.0
SYN-20250713-1-03,2025-07-13,P012,1,359.0,137.0,0.0
SYN-20250713-2-00,2025-07-13,P012,1,359.0,137.0,0.0
SYN-20250713-2-01,2025-07-13,P001,1,299.0,94.0,0.0
SYN-20250713-2-02,2025-07-13,P002,1,89.0,24.0,0.0
SYN-20250713-2-03,2025-07-13,P003,1,179.0,49.0,0.0
SYN-20250713-2-04,2025-07-13,P004,1,249.0,71.0,0.0
SYN-20250713-2-05,2025-07-13,P005,1,219.0,67.0,0.0
SYN-20250714-0-00,2025-07-14,P011,1,199.0,61.0,19.9
SYN-20250714-0-01,2025-07-14,P012,1,359.0,137.0,0.0
SYN-20250714-0-02,2025-07-14,P001,1,299.0,94.0,0.0
SYN-20250714-0-03,2025-07-14,P002,1,89.0,24.0,0.0
SYN-20250714-0-04,2025-07-14,P003,1,179.0,49.0,0.0
SYN-20250714-0-05,2025-07-14,P004,1,249.0,71.0,24.9
SYN-20250714-0-06,2025-07-14,P005,1,219.0,67.0,0.0
SYN-20250714-0-07,2025-07-14,P006,1,139.0,35.0,13.9
SYN-20250714-0-08,2025-07-14,P007,1,189.0,55.0,0.0
SYN-20250714-0-09,2025-07-14,P008,1,329.0,121.0,0.0
SYN-20250714-1-00,2025-07-14,P002,1,89.0,24.0,0.0
SYN-20250714-1-01,2025-07-14,P003,1,179.0,49.0,0.0
SYN-20250714-1-02,2025-07-14,P004,1,249.0,71.0,0.0
SYN-20250714-1-03,2025-07-14,P005,1,219.0,67.0,0.0
SYN-20250714-2-00,2025-07-14,P005,1,219.0,67.0,0.0
SYN-20250714-2-01,2025-07-14,P006,1,139.0,35.0,0.0
SYN-20250714-2-02,2025-07-14,P007,1,189.0,55.0,0.0
SYN-20250714-2-03,2025-07-14,P008,1,329.0,121.0,0.0
SYN-20250714-2-04,2025-07-14,P009,1,159.0,43.0,0.0
SYN-20250714-2-05,2025-07-14,P010,1,279.0,83.0,0.0
SYN-20250714-2-06,2025-07-14,P011,1,199.0,61.0,0.0
SYN-20250714-2-07,2025-07-14,P012,1,359.0,137.0,0.0
SYN-20250715-0-00,2025-07-15,P004,2,498.0,142.0,0.0
SYN-20250715-0-01,2025-07-15,P005,1,219.0,67.0,21.9
SYN-20250715-0-02,2025-07-15,P006,2,278.0,70.0,0.0
SYN-20250715-0-03,2025-07-15,P007,1,189.0,55.0,0.0
SYN-20250715-1-00,2025-07-15,P007,1,189.0,55.0,0.0
SYN-20250715-1-01,2025-07-15,P008,1,329.0,121.0,0.0
SYN-20250715-1-02,2025-07-15,P009,1,159.0,43.0,0.0
SYN-20250715-1-03,2025-07-15,P010,1,279.0,83.0,0.0
SYN-20250715-1-04,2025-07-15,P011,1,199.0,61.0,0.0
SYN-20250715-1-05,2025-07-15,P012,1,359.0,137.0,0.0
SYN-20250715-1-06,2025-07-15,P001,1,299.0,94.0,0.0
SYN-20250715-2-00,2025-07-15,P010,1,279.0,83.0,27.9
SYN-20250715-2-01,2025-07-15,P011,1,199.0,61.0,0.0
SYN-20250715-2-02,2025-07-15,P012,1,359.0,137.0,0.0
SYN-20250715-2-03,2025-07-15,P001,1,299.0,94.0,29.9
SYN-20250715-2-04,2025-07-15,P002,1,89.0,24.0,0.0
SYN-20250715-2-05,2025-07-15,P003,1,179.0,49.0,0.0
SYN-20250715-2-06,2025-07-15,P004,1,249.0,71.0,0.0
SYN-20250715-2-07,2025-07-15,P005,1,219.0,67.0,0.0
SYN-20250715-2-08,2025-07-15,P006,1,139.0,35.0,0.0
SYN-20250716-0-00,2025-07-16,P009,1,159.0,43.0,0.0
SYN-20250716-0-01,2025-07-16,P010,1,279.0,83.0,0.0
SYN-20250716-0-02,2025-07-16,P011,2,398.0,122.0,0.0
SYN-20250716-0-03,2025-07-16,P012,1,359.0,137.0,0.0
SYN-20250716-0-04,2025-07-16,P001,1,299.0,94.0,0.0
SYN-20250716-1-00,2025-07-16,P012,1,359.0,137.0,0.0
SYN-20250716-1-01,2025-07-16,P001,1,299.0,94.0,0.0
SYN-20250716-1-02,2025-07-16,P002,1,89.0,24.0,0.0
SYN-20250716-1-03,2025-07-16,P003,1,179.0,49.0,0.0
SYN-20250716-1-04,2025-07-16,P004,1,249.0,71.0,0.0
SYN-20250716-1-05,2025-07-16,P005,1,219.0,67.0,0.0
SYN-20250716-2-00,2025-07-16,P003,1,179.0,49.0,17.9
SYN-20250716-2-01,2025-07-16,P004,1,249.0,71.0,24.9
SYN-20250716-2-02,2025-07-16,P005,1,219.0,67.0,0.0
SYN-20250716-2-03,2025-07-16,P006,1,139.0,35.0,0.0
SYN-20250716-2-04,2025-07-16,P007,2,378.0,110.0,0.0
SYN-20250716-2-05,2025-07-16,P008,1,329.0,121.0,0.0
SYN-20250716-2-06,2025-07-16,P009,1,159.0,43.0,0.0
SYN-20250716-2-07,2025-07-16,P010,1,279.0,83.0,0.0
SYN-20250716-2-08,2025-07-16,P011,1,199.0,61.0,0.0
SYN-20250716-2-09,2025-07-16,P012,1,359.0,137.0,0.0
SYN-20250716-2-10,2025-07-16,P001,1,299.0,94.0,29.9
SYN-20250716-2-11,2025-07-16,P002,1,89.0,24.0,0.0
SYN-20250717-0-00,2025-07-17,P002,1,89.0,24.0,0.0
SYN-20250717-0-01,2025-07-17,P003,1,179.0,49.0,0.0
SYN-20250717-0-02,2025-07-17,P004,1,249.0,71.0,24.9
SYN-20250717-0-03,2025-07-17,P005,1,219.0,67.0,0.0
SYN-20250717-0-04,2025-07-17,P006,1,139.0,35.0,13.9
SYN-20250717-0-05,2025-07-17,P007,1,189.0,55.0,0.0
SYN-20250717-0-06,2025-07-17,P008,1,329.0,121.0,0.0
SYN-20250717-0-07,2025-07-17,P009,1,159.0,43.0,0.0
SYN-20250717-1-00,2025-07-17,P005,1,219.0,67.0,0.0
SYN-20250717-1-01,2025-07-17,P006,1,139.0,35.0,13.9
SYN-20250717-1-02,2025-07-17,P007,1,189.0,55.0,0.0
SYN-20250717-1-03,2025-07-17,P008,1,329.0,121.0,0.0
SYN-20250717-1-04,2025-07-17,P009,1,159.0,43.0,0.0
SYN-20250717-1-05,2025-07-17,P010,1,279.0,83.0,0.0
SYN-20250717-1-06,2025-07-17,P011,1,199.0,61.0,19.9
SYN-20250717-1-07,2025-07-17,P012,1,359.0,137.0,35.9
SYN-20250717-1-08,2025-07-17,P001,1,299.0,94.0,0.0
SYN-20250717-2-00,2025-07-17,P008,1,329.0,121.0,0.0
SYN-20250717-2-01,2025-07-17,P009,1,159.0,43.0,0.0
SYN-20250717-2-02,2025-07-17,P010,1,279.0,83.0,27.9
SYN-20250717-2-03,2025-07-17,P011,2,398.0,122.0,0.0
SYN-20250717-2-04,2025-07-17,P012,1,359.0,137.0,0.0
SYN-20250717-2-05,2025-07-17,P001,1,299.0,94.0,0.0
SYN-20250717-2-06,2025-07-17,P002,1,89.0,24.0,0.0
SYN-20250717-2-07,2025-07-17,P003,1,179.0,49.0,0.0
SYN-20250717-2-08,2025-07-17,P004,1,249.0,71.0,0.0
SYN-20250718-0-00,2025-07-18,P007,2,378.0,110.0,0.0
SYN-20250718-0-01,2025-07-18,P008,1,329.0,121.0,0.0
SYN-20250718-0-02,2025-07-18,P009,1,159.0,43.0,0.0
SYN-20250718-0-03,2025-07-18,P010,1,279.0,83.0,0.0
SYN-20250718-0-04,2025-07-18,P011,1,199.0,61.0,0.0
SYN-20250718-0-05,2025-07-18,P012,1,359.0,137.0,35.9
SYN-20250718-0-06,2025-07-18,P001,1,299.0,94.0,0.0
SYN-20250718-0-07,2025-07-18,P002,2,178.0,48.0,0.0
SYN-20250718-0-08,2025-07-18,P003,1,179.0,49.0,0.0
SYN-20250718-0-09,2025-07-18,P004,1,249.0,71.0,0.0
SYN-20250718-0-10,2025-07-18,P005,1,219.0,67.0,0.0
SYN-20250718-0-11,2025-07-18,P006,1,139.0,35.0,0.0
SYN-20250718-1-00,2025-07-18,P010,1,279.0,83.0,0.0
SYN-20250718-1-01,2025-07-18,P011,2,398.0,122.0,0.0
SYN-20250718-1-02,2025-07-18,P012,1,359.0,137.0,0.0
SYN-20250718-1-03,2025-07-18,P001,1,299.0,94.0,0.0
SYN-20250718-1-04,2025-07-18,P002,1,89.0,24.0,0.0
SYN-20250718-1-05,2025-07-18,P003,1,179.0,49.0,0.0
SYN-20250718-1-06,2025-07-18,P004,2,498.0,142.0,0.0
SYN-20250718-1-07,2025-07-18,P005,1,219.0,67.0,0.0
SYN-20250718-1-08,2025-07-18,P006,1,139.0,35.0,0.0
SYN-20250718-1-09,2025-07-18,P007,1,189.0,55.0,18.9
SYN-20250718-1-10,2025-07-18,P008,1,329.0,121.0,0.0
SYN-20250718-1-11,2025-07-18,P009,2,318.0,86.0,0.0
SYN-20250718-1-12,2025-07-18,P010,1,279.0,83.0,0.0
SYN-20250718-2-00,2025-07-18,P001,1,299.0,94.0,0.0
SYN-20250718-2-01,2025-07-18,P002,1,89.0,24.0,0.0
SYN-20250718-2-02,2025-07-18,P003,1,179.0,49.0,17.9
SYN-20250718-2-03,2025-07-18,P004,1,249.0,71.0,24.9
SYN-20250718-2-04,2025-07-18,P005,1,219.0,67.0,0.0
SYN-20250719-0-00,2025-07-19,P012,2,718.0,274.0,71.8
SYN-20250719-0-01,2025-07-19,P001,1,299.0,94.0,0.0
SYN-20250719-0-02,2025-07-19,P002,1,89.0,24.0,0.0
SYN-20250719-0-03,2025-07-19,P003,1,179.0,49.0,0.0
SYN-20250719-0-04,2025-07-19,P004,1,249.0,71.0,0.0
SYN-20250719-0-05,2025-07-19,P005,1,219.0,67.0,0.0
SYN-20250719-0-06,2025-07-19,P006,1,139.0,35.0,0.0
SYN-20250719-0-07,2025-07-19,P007,1,189.0,55.0,18.9
SYN-20250719-0-08,2025-07-19,P008,1,329.0,121.0,0.0
SYN-20250719-1-00,2025-07-19,P003,1,179.0,49.0,0.0
SYN-20250719-1-01,2025-07-19,P004,1,249.0,71.0,0.0
SYN-20250719-1-02,2025-07-19,P005,1,219.0,67.0,0.0
SYN-20250719-1-03,2025-07-19,P006,1,139.0,35.0,0.0
