date,channel,source,medium,campaign,device,city,payment_method,customer_type,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,units_sold,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar,cost_sar,ad_spend_sar
2025-04-23,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mada,new,146,122,111,22,12,8,10,1990.0,0.0,0.0,1990.0,605.0,0.0
2025-04-23,Direct,direct,none,Unassigned,mobile,Madinah,mastercard,new,164,135,121,26,17,13,13,2867.0,39.8,189.0,2638.2,889.0,0.0
2025-04-24,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mastercard,new,151,135,98,24,14,10,11,2359.0,46.8,0.0,2312.2,730.0,0.0
2025-04-24,Paid Search,google,cpc,KSA Growth,mobile,Khobar,apple_pay,new,162,119,125,33,22,12,12,2688.0,41.8,249.0,2397.2,840.0,174.59
2025-04-24,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,stc_pay,new,163,143,134,36,22,15,16,3594.0,83.5,0.0,3510.5,1122.0,194.88
2025-04-25,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,stc_pay,new,146,106,108,24,16,9,10,2440.0,0.0,0.0,2440.0,804.0,0.0
2025-04-25,Direct,direct,none,Unassigned,desktop,Jeddah,visa,new,177,155,142,37,22,17,17,3913.0,41.8,0.0,3871.2,1239.0,0.0
2025-04-25,Email,newsletter,email,Lifecycle,tablet,Dammam,mada,returning,139,115,111,24,12,7,7,1363.0,17.9,0.0,1345.1,395.0,0.0
2025-04-26,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mada,new,82,59,56,13,8,6,6,1394.0,38.8,0.0,1355.2,442.0,109.42
2025-04-26,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mastercard,returning,90,67,65,13,7,4,4,786.0,0.0,0.0,786.0,222.0,98.97
2025-04-26,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,apple_pay,new,132,109,104,23,12,7,7,1653.0,35.9,0.0,1617.1,535.0,0.0
2025-04-27,Direct,direct,none,Unassigned,tablet,Madinah,apple_pay,returning,73,62,57,13,9,6,6,1314.0,0.0,0.0,1314.0,404.0,0.0
2025-04-27,Email,newsletter,email,Lifecycle,mobile,Khobar,stc_pay,new,104,79,85,24,16,9,9,2141.0,0.0,0.0,2141.0,683.0,0.0
2025-04-27,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,visa,new,106,87,85,16,8,4,4,946.0,0.0,199.0,747.0,316.0,0.0
2025-04-28,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,visa,new,89,77,70,15,7,5,5,1225.0,27.9,0.0,1197.1,399.0,94.06
2025-04-28,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mada,new,91,68,58,12,7,4,4,816.0,24.9,0.0,791.1,238.0,0.0
2025-04-28,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mastercard,new,113,97,85,15,8,5,5,1125.0,0.0,0.0,1125.0,349.0,111.12
2025-04-29,Email,newsletter,email,Lifecycle,desktop,Dammam,mastercard,new,88,65,58,11,6,4,4,786.0,17.9,249.0,519.1,222.0,0.0
2025-04-29,Organic Search,google,organic,Always-on SEO,tablet,Makkah,apple_pay,new,79,60,62,15,9,5,5,1095.0,13.9,0.0,1081.1,337.0,0.0
2025-04-29,Direct,direct,none,Unassigned,mobile,Madinah,stc_pay,returning,87,71,57,11,7,5,5,1295.0,0.0,0.0,1295.0,418.0,0.0
2025-04-30,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,stc_pay,new,167,142,136,33,20,11,13,2837.0,97.6,0.0,2739.4,880.0,0.0
2025-04-30,Paid Search,google,cpc,KSA Growth,mobile,Khobar,visa,returning,103,82,79,22,12,7,10,2110.0,19.9,498.0,1592.1,647.0,123.77
2025-04-30,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mada,new,96,81,62,17,8,4,5,955.0,8.9,0.0,946.1,278.0,88.28
2025-05-01,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,returning,151,116,119,26,18,11,13,2667.0,73.7,197.1,2396.2,798.0,0.0
2025-05-01,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,new,137,120,89,16,9,6,6,1284.0,24.9,329.0,930.1,392.0,0.0
2025-05-01,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,new,118,89,97,26,17,10,10,2330.0,95.6,0.0,2234.4,738.0,0.0
2025-05-02,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,new,126,104,80,20,12,8,8,1952.0,88.7,0.0,1863.3,629.0,167.85
2025-05-02,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,new,80,66,59,14,8,5,5,1295.0,19.9,0.0,1275.1,418.0,78.13
2025-05-02,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,new,92,67,75,18,12,8,9,1911.0,71.7,0.0,1839.3,587.0,0.0
2025-05-03,Direct,direct,none,Unassigned,tablet,Madinah,visa,new,134,120,109,26,18,10,11,2339.0,0.0,0.0,2339.0,738.0,0.0
2025-05-03,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,new,131,111,91,25,14,8,8,1552.0,35.8,0.0,1516.2,465.0,0.0
2025-05-03,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,returning,146,119,107,23,16,9,9,2171.0,101.6,199.0,1870.4,696.0,0.0
2025-05-04,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,new,86,77,58,10,5,3,3,607.0,0.0,0.0,607.0,173.0,117.78
2025-05-04,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,returning,164,148,111,27,17,12,12,2688.0,27.9,0.0,2660.1,840.0,0.0
2025-05-04,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,new,124,109,95,26,17,12,12,2688.0,83.5,336.1,2268.4,840.0,164.77
2025-05-05,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,returning,81,72,56,12,7,4,5,1155.0,27.9,0.0,1127.1,367.0,0.0
2025-05-05,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,new,85,65,60,14,7,4,4,926.0,17.9,0.0,908.1,304.0,0.0
2025-05-05,Direct,direct,none,Unassigned,mobile,Madinah,mada,new,132,118,87,25,14,8,8,1742.0,35.8,249.0,1457.2,524.0,0.0
2025-05-06,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,new,85,69,69,20,11,6,6,1064.0,58.7,0.0,1005.3,301.0,0.0
2025-05-06,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,new,157,131,114,26,14,8,10,2390.0,57.8,0.0,2332.2,778.0,189.37
2025-05-06,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,new,83,70,67,14,8,5,7,1963.0,160.5,0.0,1802.5,665.0,103.75
2025-05-07,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,new,118,86,83,20,11,7,8,2012.0,57.8,0.0,1954.2,655.0,0.0
2025-05-07,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,new,84,75,60,17,9,5,5,1225.0,0.0,299.0,926.0,399.0,0.0
2025-05-07,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,returning,105,88,83,16,11,7,8,1542.0,90.6,0.0,1451.4,444.0,0.0
2025-05-08,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,new,89,64,62,13,6,4,4,926.0,0.0,0.0,926.0,304.0,87.82
2025-05-08,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,returning,105,86,74,15,10,6,7,1553.0,39.8,0.0,1513.2,469.0,74.05
2025-05-08,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,new,111,89,74,18,12,8,8,1952.0,32.9,0.0,1919.1,629.0,0.0
2025-05-09,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,returning,110,85,74,17,10,6,6,1314.0,35.8,0.0,1278.2,404.0,0.0
2025-05-09,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,new,106,89,71,19,11,7,7,1713.0,87.6,0.0,1625.4,563.0,0.0
2025-05-09,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,new,117,84,91,23,14,8,11,2479.0,62.6,0.0,2416.4,793.0,0.0
2025-05-10,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,new,143,104,108,21,13,9,11,2479.0,13.9,0.0,2465.1,759.0,190.75
2025-05-10,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,new,99,84,69,16,8,5,7,1583.0,59.8,0.0,1523.2,470.0,0.0
2025-05-10,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,new,74,59,56,12,8,4,4,796.0,35.8,0.0,760.2,228.0,57.34
2025-05-11,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,new,91,72,69,13,6,4,4,786.0,0.0,0.0,786.0,222.0,0.0
2025-05-11,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,new,145,121,117,31,20,15,15,3345.0,36.8,89.0,3219.2,1051.0,0.0
2025-05-11,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,returning,97,82,65,16,9,5,5,1295.0,15.9,199.0,1080.1,418.0,0.0
2025-05-12,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,new,161,126,107,31,21,12,13,3047.0,24.9,0.0,3022.1,977.0,0.0
2025-05-12,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,returning,124,95,98,26,16,9,9,1921.0,24.9,0.0,1896.1,593.0,165.83
2025-05-12,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,new,122,97,83,17,11,6,8,1422.0,43.8,0.0,1378.2,403.0,114.89
2025-05-13,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,returning,96,85,76,20,10,6,6,1174.0,35.8,0.0,1138.2,340.0,0.0
2025-05-13,Direct,direct,none,Unassigned,desktop,Jeddah,mada,new,145,105,97,28,18,12,12,2688.0,29.9,0.0,2658.1,840.0,0.0
2025-05-13,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,new,130,112,107,19,13,9,9,2081.0,35.9,0.0,2045.1,667.0,0.0
2025-05-14,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,new,164,118,132,30,18,10,10,2220.0,27.9,139.0,2053.1,702.0,168.93
2025-05-14,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,new,154,125,103,25,13,7,10,2030.0,101.6,0.0,1928.4,625.0,165.32
2025-05-14,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,new,91,69,64,15,9,5,6,1354.0,35.8,0.0,1318.2,424.0,0.0
2025-05-15,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,new,127,91,92,23,13,9,9,1921.0,66.7,0.0,1854.3,593.0,0.0
2025-05-15,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,new,110,86,70,16,9,6,6,1064.0,43.8,0.0,1020.2,301.0,0.0
2025-05-15,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,returning,105,86,78,22,15,10,10,2260.0,19.9,0.0,2240.1,720.0,0.0
2025-05-16,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,new,174,135,140,41,24,16,19,4191.0,74.7,0.0,4116.3,1299.0,218.56
2025-05-16,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,returning,173,138,139,33,18,12,14,3346.0,18.9,0.0,3327.1,1071.0,0.0
2025-05-16,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,new,107,77,73,13,8,4,4,1136.0,55.8,0.0,1080.2,375.0,140.25
2025-05-17,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,returning,105,77,81,20,13,7,7,1563.0,0.0,0.0,1563.0,491.0,0.0
2025-05-17,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,new,115,95,92,16,10,5,5,1175.0,17.9,0.0,1157.1,375.0,0.0
2025-05-17,Direct,direct,none,Unassigned,mobile,Madinah,visa,new,138,104,110,30,17,11,11,2599.0,59.7,0.0,2539.3,816.0,0.0
2025-05-18,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,new,148,116,116,30,18,10,11,2249.0,0.0,0.0,2249.0,676.0,0.0
2025-05-18,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,new,105,87,77,16,8,5,5,1035.0,46.8,0.0,988.2,321.0,151.0
2025-05-18,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,new,150,112,118,24,13,9,10,2340.0,63.7,0.0,2276.3,744.0,134.87
2025-05-19,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,new,113,84,93,24,16,10,11,2519.0,48.8,0.0,2470.2,793.0,0.0
2025-05-19,Direct,direct,none,Unassigned,desktop,Jeddah,apple_pay,new,158,120,102,26,17,12,12,2688.0,90.7,0.0,2597.3,840.0,0.0
2025-05-19,Email,newsletter,email,Lifecycle,tablet,Dammam,stc_pay,returning,77,64,53,13,9,6,6,1174.0,38.8,179.0,956.2,340.0,0.0
2025-05-20,Paid Search,google,cpc,KSA Growth,desktop,Dammam,stc_pay,new,127,109,94,19,10,6,6,1394.0,42.8,0.0,1351.2,442.0,110.76
2025-05-20,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,visa,returning,152,114,101,22,12,8,8,1742.0,0.0,0.0,1742.0,524.0,191.32
2025-05-20,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mada,new,97,73,70,16,9,5,6,1234.0,32.9,0.0,1201.1,372.0,0.0
2025-05-21,Direct,direct,none,Unassigned,tablet,Madinah,mada,returning,86,74,59,11,6,4,4,876.0,0.0,0.0,876.0,278.0,0.0
2025-05-21,Email,newsletter,email,Lifecycle,mobile,Khobar,mastercard,new,98,87,81,18,10,6,6,1624.0,35.9,0.0,1588.1,539.0,0.0
2025-05-21,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,apple_pay,new,115,100,89,21,13,7,7,1593.0,8.9,0.0,1584.1,503.0,0.0
2025-05-22,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,apple_pay,new,85,66,61,13,7,4,4,1136.0,0.0,359.0,777.0,375.0,81.38
2025-05-22,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,stc_pay,new,161,126,106,28,15,9,10,2010.0,21.9,0.0,1988.1,602.0,0.0
2025-05-22,Paid Search,google,cpc,KSA Growth,tablet,Dammam,visa,new,111,98,90,24,14,8,8,1762.0,0.0,0.0,1762.0,536.0,92.75
2025-05-23,Email,newsletter,email,Lifecycle,desktop,Dammam,visa,new,134,105,88,22,15,10,10,2300.0,97.6,161.1,2041.3,722.0,0.0
2025-05-23,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mada,new,99,83,73,15,7,5,5,1095.0,18.9,0.0,1076.1,337.0,0.0
2025-05-23,Direct,direct,none,Unassigned,mobile,Madinah,mastercard,returning,117,94,81,14,9,6,6,1384.0,60.7,0.0,1323.3,442.0,0.0
2025-05-24,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mastercard,new,134,97,93,19,9,6,6,1624.0,0.0,0.0,1624.0,539.0,0.0
2025-05-24,Paid Search,google,cpc,KSA Growth,mobile,Khobar,apple_pay,returning,92,80,72,21,11,6,6,1374.0,0.0,0.0,1374.0,436.0,73.47
2025-05-24,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,stc_pay,new,106,82,71,16,8,5,5,875.0,17.9,219.0,638.1,246.0,93.34
2025-05-25,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,stc_pay,returning,160,140,109,22,12,6,7,1353.0,13.9,0.0,1339.1,389.0,0.0
2025-05-25,Direct,direct,none,Unassigned,desktop,Jeddah,visa,new,75,65,51,12,6,4,6,1124.0,0.0,0.0,1124.0,318.0,0.0
2025-05-25,Email,newsletter,email,Lifecycle,tablet,Dammam,mada,new,148,126,119,27,17,9,11,2569.0,159.5,458.1,1951.4,831.0,0.0
2025-05-26,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mada,new,132,113,101,24,15,10,11,2359.0,48.8,0.0,2310.2,737.0,146.98
2025-05-26,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mastercard,new,121,101,93,19,13,8,8,1812.0,0.0,0.0,1812.0,562.0,139.57
2025-05-26,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,apple_pay,new,116,85,93,17,10,5,6,1264.0,53.8,0.0,1210.2,399.0,0.0
2025-05-27,Direct,direct,none,Unassigned,tablet,Madinah,apple_pay,new,157,116,129,34,21,12,13,2777.0,45.8,178.0,2553.2,864.0,0.0
2025-05-27,Email,newsletter,email,Lifecycle,mobile,Khobar,stc_pay,new,168,138,115,24,13,8,8,1552.0,18.9,0.0,1533.1,465.0,0.0
2025-05-27,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,visa,returning,150,129,109,24,16,10,10,2260.0,101.6,89.0,2069.4,720.0,0.0
2025-05-28,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,visa,new,86,76,70,13,8,5,6,1454.0,24.9,0.0,1429.1,470.0,68.33
2025-05-28,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mada,returning,95,69,72,20,13,10,10,2330.0,51.8,0.0,2278.2,738.0,0.0
2025-05-28,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mastercard,new,158,133,101,24,14,8,9,2091.0,29.9,89.0,1972.1,653.0,125.7
2025-05-29,Email,newsletter,email,Lifecycle,desktop,Dammam,mastercard,returning,123,107,87,15,8,5,5,1295.0,27.9,0.0,1267.1,418.0,0.0
2025-05-29,Organic Search,google,organic,Always-on SEO,tablet,Makkah,apple_pay,new,128,98,89,19,11,7,8,1712.0,74.7,323.1,1314.2,526.0,0.0
2025-05-29,Direct,direct,none,Unassigned,mobile,Madinah,stc_pay,new,126,98,84,19,10,7,8,1712.0,17.9,0.0,1694.1,512.0,0.0
2025-05-30,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,stc_pay,new,139,101,93,27,17,12,14,3096.0,8.9,0.0,3087.1,962.0,0.0
2025-05-30,Paid Search,google,cpc,KSA Growth,mobile,Khobar,visa,new,129,115,102,20,11,6,6,1314.0,15.9,189.0,1109.1,404.0,112.97
2025-05-30,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mada,new,152,111,119,34,21,12,13,2907.0,15.9,0.0,2891.1,907.0,115.55
2025-05-31,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mada,new,137,107,112,27,14,9,10,2170.0,112.6,0.0,2057.4,691.0,0.0
2025-05-31,Direct,direct,none,Unassigned,desktop,Jeddah,mastercard,new,97,76,65,15,9,6,6,1404.0,103.6,0.0,1300.4,448.0,0.0
2025-05-31,Email,newsletter,email,Lifecycle,tablet,Dammam,apple_pay,returning,138,124,109,23,13,8,8,1692.0,54.8,0.0,1637.2,516.0,0.0
2025-06-01,Paid Search,google,cpc,KSA Growth,desktop,Dammam,apple_pay,new,119,99,87,23,14,9,10,2190.0,106.6,219.0,1864.4,688.0,118.6
2025-06-01,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,stc_pay,returning,158,137,116,29,18,13,15,3415.0,29.9,0.0,3385.1,1081.0,147.97
2025-06-01,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,visa,new,150,127,98,28,19,13,16,3604.0,236.9,170.1,3197.0,1128.0,0.0
2025-06-02,Direct,direct,none,Unassigned,tablet,Madinah,visa,returning,124,102,86,19,13,9,10,2370.0,13.9,0.0,2356.1,757.0,0.0
2025-06-02,Email,newsletter,email,Lifecycle,mobile,Khobar,mada,new,168,131,115,21,12,7,9,2291.0,15.9,0.0,2275.1,740.0,0.0
2025-06-02,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mastercard,new,97,74,76,14,9,6,6,1374.0,8.9,359.0,1006.1,436.0,0.0
2025-06-03,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mastercard,new,121,108,89,24,16,11,12,2778.0,124.5,0.0,2653.5,868.0,166.48
2025-06-03,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,apple_pay,new,122,90,89,20,11,8,9,2021.0,49.7,0.0,1971.3,637.0,0.0
2025-06-03,Paid Search,google,cpc,KSA Growth,tablet,Dammam,stc_pay,new,163,139,131,38,24,17,17,3813.0,100.5,556.1,3156.4,1189.0,220.0
2025-06-04,Email,newsletter,email,Lifecycle,desktop,Dammam,stc_pay,new,112,100,87,21,14,10,11,2659.0,50.8,0.0,2608.2,859.0,0.0
2025-06-04,Organic Search,google,organic,Always-on SEO,tablet,Makkah,visa,new,123,92,101,27,17,12,12,2688.0,58.7,249.0,2380.3,840.0,0.0
2025-06-04,Direct,direct,none,Unassigned,mobile,Madinah,mada,returning,93,78,71,14,8,5,7,1793.0,75.7,0.0,1717.3,573.0,0.0
2025-06-05,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,mada,new,136,101,108,30,21,11,13,2937.0,30.8,0.0,2906.2,914.0,0.0
2025-06-05,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,returning,162,141,118,23,12,8,10,2070.0,29.9,0.0,2040.1,634.0,156.47
2025-06-05,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,new,178,158,128,33,23,12,13,2887.0,114.5,0.0,2772.5,901.0,168.05
2025-06-06,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,returning,93,68,73,15,10,5,5,1035.0,39.8,0.0,995.2,305.0,0.0
2025-06-06,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,new,123,93,87,21,11,8,9,1961.0,55.7,0.0,1905.3,597.0,0.0
2025-06-06,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,new,89,73,70,14,8,5,5,1155.0,18.9,0.0,1136.1,363.0,0.0
2025-06-07,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,new,168,150,139,29,20,12,12,2688.0,71.7,0.0,2616.3,840.0,156.33
2025-06-07,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,new,84,68,66,18,11,7,7,1563.0,63.8,0.0,1499.2,491.0,91.72
2025-06-07,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,new,132,96,91,20,13,9,9,2051.0,48.8,0.0,2002.2,653.0,0.0
2025-06-08,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,new,88,77,68,16,11,6,7,1673.0,24.9,0.0,1648.1,530.0,0.0
2025-06-08,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,new,105,87,70,18,9,5,5,875.0,39.8,139.0,696.2,246.0,0.0
2025-06-08,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,returning,90,80,74,21,10,6,7,1593.0,0.0,0.0,1593.0,487.0,0.0
2025-06-09,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,new,82,71,58,13,8,5,5,1125.0,0.0,0.0,1125.0,349.0,61.3
2025-06-09,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,returning,158,115,114,24,13,8,9,2101.0,66.7,0.0,2034.3,679.0,0.0
2025-06-09,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,new,74,58,48,11,6,3,3,837.0,0.0,0.0,837.0,281.0,103.12
2025-06-10,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,returning,106,91,85,17,10,7,7,1563.0,29.9,0.0,1533.1,491.0,0.0
2025-06-10,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,new,98,76,79,17,9,5,5,1175.0,29.9,0.0,1145.1,375.0,0.0
2025-06-10,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,new,145,123,106,28,16,9,10,2220.0,51.8,558.0,1610.2,668.0,0.0
2025-06-11,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,new,124,96,102,21,13,7,7,1393.0,0.0,0.0,1393.0,422.0,0.0
2025-06-11,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,new,73,55,59,14,8,4,4,876.0,18.9,0.0,857.1,278.0,100.19
2025-06-11,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,new,86,76,62,12,6,3,3,767.0,27.9,251.1,488.0,247.0,123.61
2025-06-12,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,new,139,117,96,27,17,11,13,3007.0,78.7,0.0,2928.3,942.0,0.0
2025-06-12,Direct,direct,none,Unassigned,desktop,Jeddah,mada,new,114,100,89,21,14,10,11,2399.0,61.7,0.0,2337.3,737.0,0.0
2025-06-12,Email,newsletter,email,Lifecycle,tablet,Dammam,mastercard,returning,87,66,65,17,12,7,8,1542.0,0.0,0.0,1542.0,444.0,0.0
2025-06-13,Paid Search,google,cpc,KSA Growth,desktop,Dammam,mastercard,new,155,124,100,28,15,10,11,2569.0,104.5,0.0,2464.5,833.0,161.6
2025-06-13,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,apple_pay,returning,179,158,123,29,15,10,11,2439.0,46.8,0.0,2392.2,757.0,226.37
2025-06-13,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,stc_pay,new,182,132,139,40,27,19,20,4620.0,153.4,0.0,4466.6,1458.0,0.0
2025-06-14,Direct,direct,none,Unassigned,tablet,Madinah,stc_pay,returning,87,67,62,16,9,5,5,1035.0,70.6,0.0,964.4,321.0,0.0
2025-06-14,Email,newsletter,email,Lifecycle,mobile,Khobar,visa,new,133,114,109,20,11,8,8,1892.0,15.9,0.0,1876.1,612.0,0.0
2025-06-14,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,mada,new,164,141,135,35,18,13,15,3385.0,152.4,0.0,3232.6,1056.0,0.0
2025-06-15,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,mada,new,141,117,112,29,20,14,15,3525.0,80.7,0.0,3444.3,1121.0,174.43
2025-06-15,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,mastercard,new,149,111,97,27,18,11,13,2767.0,44.7,0.0,2722.3,832.0,0.0
2025-06-15,Paid Search,google,cpc,KSA Growth,tablet,Dammam,apple_pay,new,128,98,103,29,16,9,10,2280.0,65.7,0.0,2214.3,716.0,97.18
2025-06-16,Email,newsletter,email,Lifecycle,desktop,Dammam,apple_pay,new,118,90,82,19,11,8,8,1742.0,32.9,0.0,1709.1,524.0,0.0
2025-06-16,Organic Search,google,organic,Always-on SEO,tablet,Makkah,stc_pay,new,104,93,73,20,10,5,6,1284.0,15.9,0.0,1268.1,392.0,0.0
2025-06-16,Direct,direct,none,Unassigned,mobile,Madinah,visa,returning,76,57,60,10,5,3,3,637.0,15.9,0.0,621.1,187.0,0.0
2025-06-17,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,visa,new,132,113,92,24,17,12,13,2867.0,116.5,179.1,2571.4,889.0,0.0
2025-06-17,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mada,returning,88,67,61,16,9,5,5,1125.0,47.8,0.0,1077.2,365.0,82.73
2025-06-17,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,mastercard,new,102,88,78,16,8,5,5,875.0,24.9,0.0,850.1,246.0,112.72
2025-06-18,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,mastercard,returning,142,110,115,25,14,9,11,2279.0,48.8,0.0,2230.2,679.0,0.0
2025-06-18,Direct,direct,none,Unassigned,desktop,Jeddah,apple_pay,new,90,70,64,18,11,8,8,1762.0,37.8,0.0,1724.2,536.0,0.0
2025-06-18,Email,newsletter,email,Lifecycle,tablet,Dammam,stc_pay,new,135,107,95,21,11,7,7,1813.0,19.9,0.0,1793.1,594.0,0.0
