date,query,page,country,device,clicks,impressions,ctr,average_position,is_branded
2025-12-02,ai tools arabic,/collections/productivity,SA,mobile,9,293,0.030717,16.25,False
2025-12-03,primeorder software,/,SA,mobile,7,137,0.051095,14.98,True
2025-12-03,digital subscriptions saudi,/collections/productivity,SA,desktop,4,100,0.04,18.46,False
2025-12-04,office software ksa,/,SA,desktop,15,171,0.087719,15.67,False
2025-12-04,office software ksa,/collections/productivity,SA,tablet,22,404,0.054455,18.0,False
2025-12-05,ai tools arabic,/,SA,tablet,31,493,0.06288,7.81,False
2025-12-05,ai tools arabic,/collections/productivity,SA,mobile,57,511,0.111546,17.4,False
2025-12-06,primeorder software,/,SA,mobile,12,417,0.028777,9.39,True
2025-12-06,digital subscriptions saudi,/collections/productivity,SA,desktop,10,115,0.086957,5.59,False
2025-12-07,office software ksa,/,SA,desktop,19,204,0.093137,13.79,False
2025-12-07,office software ksa,/collections/productivity,SA,tablet,5,123,0.04065,12.0,False
2025-12-08,ai tools arabic,/,SA,tablet,25,424,0.058962,6.52,False
2025-12-08,ai tools arabic,/collections/productivity,SA,mobile,16,437,0.036613,3.89,False
2025-12-09,primeorder software,/,SA,mobile,24,391,0.061381,6.8,True
2025-12-09,digital subscriptions saudi,/collections/productivity,SA,desktop,11,417,0.026379,6.94,False
2025-12-10,office software ksa,/,SA,desktop,17,221,0.076923,17.78,False
2025-12-10,office software ksa,/collections/productivity,SA,tablet,5,170,0.029412,8.51,False
2025-12-11,ai tools arabic,/,SA,tablet,18,210,0.085714,3.49,False
2025-12-11,ai tools arabic,/collections/productivity,SA,mobile,39,421,0.092637,14.74,False
2025-12-12,primeorder software,/,SA,mobile,34,342,0.099415,12.59,True
2025-12-12,digital subscriptions saudi,/collections/productivity,SA,desktop,23,256,0.089844,12.84,False
2025-12-13,office software ksa,/,SA,desktop,27,245,0.110204,7.58,False
2025-12-13,office software ksa,/collections/productivity,SA,tablet,14,154,0.090909,11.71,False
2025-12-14,ai tools arabic,/,SA,tablet,10,110,0.090909,11.63,False
2025-12-14,ai tools arabic,/collections/productivity,SA,mobile,12,339,0.035398,14.05,False
2025-12-15,primeorder software,/,SA,mobile,11,226,0.048673,11.1,True
2025-12-15,digital subscriptions saudi,/collections/productivity,SA,desktop,17,306,0.055556,9.1,False
2025-12-16,office software ksa,/,SA,desktop,37,354,0.10452,15.2,False
2025-12-16,office software ksa,/collections/productivity,SA,tablet,21,198,0.106061,7.08,False
2025-12-17,ai tools arabic,/,SA,tablet,21,435,0.048276,14.25,False
2025-12-17,ai tools arabic,/collections/productivity,SA,mobile,22,310,0.070968,13.2,False
2025-12-18,primeorder software,/,SA,mobile,49,521,0.09405,6.47,True
2025-12-18,digital subscriptions saudi,/collections/productivity,SA,desktop,56,526,0.106464,7.36,False
2025-12-19,office software ksa,/,SA,desktop,19,247,0.076923,18.11,False
2025-12-19,office software ksa,/collections/productivity,SA,tablet,49,450,0.108889,4.98,False
2025-12-20,ai tools arabic,/,SA,tablet,5,182,0.027473,8.26,False
2025-12-20,ai tools arabic,/collections/productivity,SA,mobile,45,403,0.111663,10.02,False
