date,channel,source,medium,campaign,device,sessions,users,product_views,add_to_carts,begin_checkouts,purchases,purchase_revenue_sar,consent_state_coverage
2025-06-30,Organic Search,google,organic,Always-on SEO,mobile,132,105,91,24,15,9,2236.9,0.9914
2025-06-30,Direct,direct,none,Unassigned,desktop,120,93,84,23,14,11,2339.81,0.9852
2025-06-30,Email,newsletter,email,Lifecycle,tablet,88,69,68,18,11,6,1606.08,0.9693
2025-07-01,Paid Search,google,cpc,KSA Growth,desktop,136,99,94,20,14,9,2131.68,0.9682
2025-07-01,Paid Social,instagram,paid_social,Creator Offers,tablet,137,98,99,22,12,8,2009.57,0.984
2025-07-01,Affiliates,partners,affiliate,Partner Network,mobile,162,144,107,24,14,8,1644.58,0.9615
2025-07-02,Direct,direct,none,Unassigned,tablet,158,127,119,33,18,13,2723.71,0.9607
2025-07-02,Email,newsletter,email,Lifecycle,mobile,108,90,87,24,14,9,1915.3,0.9616
2025-07-02,Organic Search,google,organic,Always-on SEO,desktop,109,86,81,16,8,6,1529.28,0.9886
2025-07-03,Paid Social,instagram,paid_social,Creator Offers,mobile,98,70,69,13,6,4,932.35,0.9785
2025-07-03,Affiliates,partners,affiliate,Partner Network,desktop,141,117,109,24,14,9,1877.18,0.966
2025-07-03,Paid Search,google,cpc,KSA Growth,tablet,150,115,118,22,15,10,2279.62,0.993
2025-07-04,Email,newsletter,email,Lifecycle,desktop,119,93,97,22,12,8,1558.18,0.9791
2025-07-04,Organic Search,google,organic,Always-on SEO,tablet,151,131,99,22,11,7,1449.79,0.9705
2025-07-04,Direct,direct,none,Unassigned,mobile,176,142,125,32,19,14,3129.89,0.98
2025-07-05,Affiliates,partners,affiliate,Partner Network,tablet,160,142,120,30,15,11,2164.99,0.9872
2025-07-05,Paid Search,google,cpc,KSA Growth,mobile,120,100,84,21,13,10,2180.26,0.9827
2025-07-05,Paid Social,instagram,paid_social,Creator Offers,desktop,129,98,102,23,15,9,2292.77,0.9684
2025-07-06,Organic Search,google,organic,Always-on SEO,mobile,134,119,87,21,12,7,2023.01,0.9674
2025-07-06,Direct,direct,none,Unassigned,desktop,80,61,60,14,6,4,1323.94,0.9856
2025-07-06,Email,newsletter,email,Lifecycle,tablet,73,62,52,14,8,5,952.51,0.9876
2025-07-07,Paid Search,google,cpc,KSA Growth,desktop,128,98,90,24,14,10,2068.99,0.9738
2025-07-07,Paid Social,instagram,paid_social,Creator Offers,tablet,147,125,101,28,17,12,2561.38,0.9825
2025-07-07,Affiliates,partners,affiliate,Partner Network,mobile,163,134,123,33,17,10,1778.02,0.9624
2025-07-08,Direct,direct,none,Unassigned,tablet,88,67,62,15,8,6,1347.17,0.9848
2025-07-08,Email,newsletter,email,Lifecycle,mobile,95,75,75,19,12,9,1851.94,0.9892
2025-07-08,Organic Search,google,organic,Always-on SEO,desktop,94,84,68,14,6,5,1080.0,0.9689
2025-07-09,Paid Social,instagram,paid_social,Creator Offers,mobile,88,64,64,18,11,8,1490.98,0.9882
2025-07-09,Affiliates,partners,affiliate,Partner Network,desktop,100,88,75,14,7,5,993.6,0.9662
2025-07-09,Paid Search,google,cpc,KSA Growth,tablet,142,128,100,27,15,11,2732.26,0.969
2025-07-10,Email,newsletter,email,Lifecycle,desktop,103,76,70,19,10,6,1462.08,0.9621
2025-07-10,Organic Search,google,organic,Always-on SEO,tablet,87,77,59,11,6,5,1319.04,0.9931
2025-07-10,Direct,direct,none,Unassigned,mobile,117,85,75,14,9,6,1309.54,0.9607
2025-07-11,Affiliates,partners,affiliate,Partner Network,tablet,148,124,104,25,15,10,1961.38,0.9691
2025-07-11,Paid Search,google,cpc,KSA Growth,mobile,147,130,116,22,15,10,2343.55,0.982
2025-07-11,Paid Social,instagram,paid_social,Creator Offers,desktop,81,60,52,9,4,3,668.16,0.9774
2025-07-12,Organic Search,google,organic,Always-on SEO,mobile,150,129,115,32,17,12,3272.83,0.9682
2025-07-12,Direct,direct,none,Unassigned,desktop,77,67,51,13,8,6,1196.35,0.9677
2025-07-12,Email,newsletter,email,Lifecycle,tablet,108,93,87,18,9,7,1854.05,0.985
2025-07-13,Paid Search,google,cpc,KSA Growth,desktop,154,112,101,26,13,9,2437.63,0.9824
2025-07-13,Paid Social,instagram,paid_social,Creator Offers,tablet,104,90,71,15,7,4,956.16,0.987
2025-07-13,Affiliates,partners,affiliate,Partner Network,mobile,105,78,76,18,9,6,1338.24,0.9667
2025-07-14,Direct,direct,none,Unassigned,tablet,159,124,102,29,17,10,2103.65,0.9896
2025-07-14,Email,newsletter,email,Lifecycle,mobile,80,72,59,13,6,4,706.56,0.9764
2025-07-14,Organic Search,google,organic,Always-on SEO,desktop,113,87,75,20,12,8,1797.12,0.9629
2025-07-15,Paid Social,instagram,paid_social,Creator Offers,mobile,70,52,51,10,6,4,1115.62,0.9626
2025-07-15,Affiliates,partners,affiliate,Partner Network,desktop,82,70,66,18,10,7,1740.48,0.9731
2025-07-15,Paid Search,google,cpc,KSA Growth,tablet,135,119,89,23,15,9,1875.07,0.9914
2025-07-16,Email,newsletter,email,Lifecycle,desktop,81,69,59,12,6,5,1434.24,0.969
2025-07-16,Organic Search,google,organic,Always-on SEO,tablet,109,94,71,16,8,6,1128.0,0.978
2025-07-16,Direct,direct,none,Unassigned,mobile,137,109,96,25,16,12,2174.59,0.9925
2025-07-17,Affiliates,partners,affiliate,Partner Network,tablet,164,132,112,21,14,8,1452.67,0.9873
2025-07-17,Paid Search,google,cpc,KSA Growth,mobile,106,86,75,19,12,9,2017.25,0.9606
2025-07-17,Paid Social,instagram,paid_social,Creator Offers,desktop,173,156,119,24,14,9,2219.62,0.9834
2025-07-18,Organic Search,google,organic,Always-on SEO,mobile,129,101,99,27,16,12,2812.9,0.9799
2025-07-18,Direct,direct,none,Unassigned,desktop,168,127,126,34,19,12,3412.9,0.9863
2025-07-18,Email,newsletter,email,Lifecycle,tablet,114,83,94,17,8,5,952.51,0.9791
2025-07-19,Paid Search,google,cpc,KSA Growth,desktop,123,92,89,24,15,9,2141.09,0.9898
2025-07-19,Paid Social,instagram,paid_social,Creator Offers,tablet,115,99,84,17,8,6,1233.7,0.9837
2025-07-19,Affiliates,partners,affiliate,Partner Network,mobile,79,69,57,15,8,5,1024.42,0.9871
2025-07-20,Direct,direct,none,Unassigned,tablet,98,82,69,16,11,8,1731.17,0.9945
2025-07-20,Email,newsletter,email,Lifecycle,mobile,106,82,74,14,7,6,1559.04,0.9733
2025-07-20,Organic Search,google,organic,Always-on SEO,desktop,119,98,83,19,10,6,1267.39,0.9837
2025-07-21,Paid Social,instagram,paid_social,Creator Offers,mobile,108,81,82,18,11,6,1504.42,0.9648
2025-07-21,Affiliates,partners,affiliate,Partner Network,desktop,142,126,106,22,14,9,2017.15,0.9626
2025-07-21,Paid Search,google,cpc,KSA Growth,tablet,72,62,47,13,6,5,1061.86,0.9867
2025-07-22,Email,newsletter,email,Lifecycle,desktop,113,92,91,24,17,12,3251.81,0.9622
2025-07-22,Organic Search,google,organic,Always-on SEO,tablet,132,95,101,23,15,9,1521.98,0.9875
2025-07-22,Direct,direct,none,Unassigned,mobile,154,119,120,22,11,7,1465.15,0.9755
2025-07-23,Affiliates,partners,affiliate,Partner Network,tablet,153,128,101,24,14,10,2186.21,0.9686
2025-07-23,Paid Search,google,cpc,KSA Growth,mobile,162,137,109,24,13,9,1787.81,0.9608
2025-07-23,Paid Social,instagram,paid_social,Creator Offers,desktop,134,110,87,15,7,5,814.27,0.9655
2025-07-24,Organic Search,google,organic,Always-on SEO,mobile,151,133,100,21,11,7,1767.36,0.9634
2025-07-24,Direct,direct,none,Unassigned,desktop,127,108,95,25,14,10,2402.02,0.9822
2025-07-24,Email,newsletter,email,Lifecycle,tablet,76,68,52,11,7,6,1453.44,0.9686
2025-07-25,Paid Search,google,cpc,KSA Growth,desktop,128,98,98,18,10,6,1374.91,0.9714
2025-07-25,Paid Social,instagram,paid_social,Creator Offers,tablet,163,124,114,32,16,12,2628.96,0.9901
2025-07-25,Affiliates,partners,affiliate,Partner Network,mobile,115,96,80,19,13,8,1802.21,0.9921
2025-07-26,Direct,direct,none,Unassigned,tablet,132,103,95,22,15,11,2264.74,0.9617
2025-07-26,Email,newsletter,email,Lifecycle,mobile,150,122,106,29,19,13,2850.62,0.9648
2025-07-26,Organic Search,google,organic,Always-on SEO,desktop,121,89,93,20,12,9,2103.55,0.9689
2025-07-27,Paid Social,instagram,paid_social,Creator Offers,mobile,137,99,88,16,8,6,1642.85,0.9878
2025-07-27,Affiliates,partners,affiliate,Partner Network,desktop,113,102,79,17,9,7,1632.38,0.9791
2025-07-27,Paid Search,google,cpc,KSA Growth,tablet,101,80,71,20,13,9,1878.24,0.9808
2025-07-28,Email,newsletter,email,Lifecycle,desktop,151,114,119,32,20,13,3612.67,0.9797
2025-07-28,Organic Search,google,organic,Always-on SEO,tablet,135,103,89,24,14,10,2009.86,0.9835
2025-07-28,Direct,direct,none,Unassigned,mobile,92,72,59,15,8,5,877.73,0.9929
2025-07-29,Affiliates,partners,affiliate,Partner Network,tablet,117,99,92,22,12,7,1003.3,0.9749
2025-07-29,Paid Search,google,cpc,KSA Growth,mobile,122,106,96,27,16,9,2157.31,0.9748
2025-07-29,Paid Social,instagram,paid_social,Creator Offers,desktop,102,79,71,13,7,5,611.52,0.9826
2025-07-30,Organic Search,google,organic,Always-on SEO,mobile,129,99,98,18,11,9,2218.75,0.9621
2025-07-30,Direct,direct,none,Unassigned,desktop,101,85,67,18,11,8,1749.31,0.9942
2025-07-30,Email,newsletter,email,Lifecycle,tablet,163,144,129,36,19,13,3386.11,0.993
2025-07-31,Paid Search,google,cpc,KSA Growth,desktop,170,153,121,31,21,15,4240.9,0.9637
2025-07-31,Paid Social,instagram,paid_social,Creator Offers,tablet,129,101,97,24,16,11,2227.2,0.9904
2025-07-31,Affiliates,partners,affiliate,Partner Network,mobile,138,101,93,18,9,6,1224.1,0.9691
2025-08-01,Direct,direct,none,Unassigned,tablet,159,142,119,32,20,12,2522.11,0.9826
2025-08-01,Email,newsletter,email,Lifecycle,mobile,159,139,103,24,17,12,2822.59,0.9869
2025-08-01,Organic Search,google,organic,Always-on SEO,desktop,97,80,66,18,9,7,1531.39,0.9608
2025-08-02,Paid Social,instagram,paid_social,Creator Offers,mobile,106,94,74,19,11,8,1769.47,0.9697
2025-08-02,Affiliates,partners,affiliate,Partner Network,desktop,161,135,102,27,19,12,3147.07,0.9696
2025-08-02,Paid Search,google,cpc,KSA Growth,tablet,143,105,96,26,17,10,1573.63,0.9793
2025-08-03,Email,newsletter,email,Lifecycle,desktop,137,122,99,25,17,10,2327.23,0.9749
2025-08-03,Organic Search,google,organic,Always-on SEO,tablet,148,114,109,19,9,6,1354.94,0.9837
2025-08-03,Direct,direct,none,Unassigned,mobile,118,96,76,13,7,4,921.7,0.9911
2025-08-04,Affiliates,partners,affiliate,Partner Network,tablet,104,79,66,15,9,6,1497.79,0.9937
2025-08-04,Paid Search,google,cpc,KSA Growth,mobile,75,54,51,11,5,4,1070.5,0.9929
2025-08-04,Paid Social,instagram,paid_social,Creator Offers,desktop,139,102,97,25,15,12,2717.28,0.9863
2025-08-05,Organic Search,google,organic,Always-on SEO,mobile,110,79,87,16,10,8,1464.19,0.9748
2025-08-05,Direct,direct,none,Unassigned,desktop,118,100,77,20,13,10,2562.24,0.9863
2025-08-05,Email,newsletter,email,Lifecycle,tablet,103,91,68,18,11,7,1960.51,0.9877
2025-08-06,Paid Search,google,cpc,KSA Growth,desktop,119,86,81,18,12,9,2253.5,0.9869
2025-08-06,Paid Social,instagram,paid_social,Creator Offers,tablet,147,123,97,18,9,7,1758.72,0.9894
2025-08-06,Affiliates,partners,affiliate,Partner Network,mobile,145,118,107,19,13,8,1872.0,0.9893
2025-08-07,Direct,direct,none,Unassigned,tablet,166,146,107,22,11,7,1887.46,0.985
2025-08-07,Email,newsletter,email,Lifecycle,mobile,91,75,72,15,8,6,896.64,0.9605
2025-08-07,Organic Search,google,organic,Always-on SEO,desktop,100,88,65,12,6,4,960.19,0.9726
2025-08-08,Paid Social,instagram,paid_social,Creator Offers,mobile,156,118,117,27,17,12,2460.77,0.9889
2025-08-08,Affiliates,partners,affiliate,Partner Network,desktop,113,88,80,14,7,5,1082.02,0.9782
2025-08-08,Paid Search,google,cpc,KSA Growth,tablet,146,121,112,29,18,13,3513.89,0.9738
2025-08-09,Email,newsletter,email,Lifecycle,desktop,157,128,109,28,19,12,2719.78,0.9798
2025-08-09,Organic Search,google,organic,Always-on SEO,tablet,146,122,113,26,14,11,2309.18,0.9685
2025-08-09,Direct,direct,none,Unassigned,mobile,162,140,130,31,18,10,2177.47,0.9827
2025-08-10,Affiliates,partners,affiliate,Partner Network,tablet,186,156,117,33,18,11,2115.07,0.9881
2025-08-10,Paid Search,google,cpc,KSA Growth,mobile,176,154,133,36,18,12,2946.43,0.9783
2025-08-10,Paid Social,instagram,paid_social,Creator Offers,desktop,169,148,126,36,19,13,2893.82,0.9633
2025-08-11,Organic Search,google,organic,Always-on SEO,mobile,170,141,111,29,18,12,2716.99,0.9647
2025-08-11,Direct,direct,none,Unassigned,desktop,162,134,118,25,14,9,2116.22,0.9661
2025-08-11,Email,newsletter,email,Lifecycle,tablet,115,93,85,24,16,11,2160.29,0.963
2025-08-12,Paid Search,google,cpc,KSA Growth,desktop,173,138,121,23,12,9,1957.06,0.9847
2025-08-12,Paid Social,instagram,paid_social,Creator Offers,tablet,179,150,131,37,24,16,3878.88,0.9605
2025-08-12,Affiliates,partners,affiliate,Partner Network,mobile,153,126,104,27,14,9,1653.22,0.9919
2025-08-13,Direct,direct,none,Unassigned,tablet,119,96,91,23,15,9,1866.34,0.9841
2025-08-13,Email,newsletter,email,Lifecycle,mobile,136,118,100,25,14,10,1981.73,0.9918
2025-08-13,Organic Search,google,organic,Always-on SEO,desktop,152,137,109,29,18,11,2525.86,0.9913
2025-08-14,Paid Social,instagram,paid_social,Creator Offers,mobile,147,112,116,24,13,8,1691.71,0.9643
2025-08-14,Affiliates,partners,affiliate,Partner Network,desktop,128,112,83,14,7,5,1029.31,0.969
2025-08-14,Paid Search,google,cpc,KSA Growth,tablet,191,138,140,38,24,14,3640.32,0.9706
2025-08-15,Email,newsletter,email,Lifecycle,desktop,113,94,86,21,13,7,1642.56,0.9871
2025-08-15,Organic Search,google,organic,Always-on SEO,tablet,115,98,80,16,10,7,1712.74,0.97
2025-08-15,Direct,direct,none,Unassigned,mobile,102,80,72,12,7,4,940.9,0.994
2025-08-16,Affiliates,partners,affiliate,Partner Network,tablet,110,86,88,21,14,10,2221.63,0.9759
2025-08-16,Paid Search,google,cpc,KSA Growth,mobile,90,77,64,16,8,5,1347.94,0.9855
2025-08-16,Paid Social,instagram,paid_social,Creator Offers,desktop,108,98,75,15,10,7,1297.15,0.9738
2025-08-17,Organic Search,google,organic,Always-on SEO,mobile,140,105,109,21,14,10,1937.76,0.9886
2025-08-17,Direct,direct,none,Unassigned,desktop,126,98,79,14,8,5,1080.0,0.979
2025-08-17,Email,newsletter,email,Lifecycle,tablet,99,82,72,21,12,7,1740.48,0.9686
2025-08-18,Paid Search,google,cpc,KSA Growth,desktop,159,118,112,27,15,11,2635.58,0.96
2025-08-18,Paid Social,instagram,paid_social,Creator Offers,tablet,92,73,74,17,8,5,1604.54,0.9744
2025-08-18,Affiliates,partners,affiliate,Partner Network,mobile,173,151,113,31,21,13,3214.46,0.9908
2025-08-19,Direct,direct,none,Unassigned,tablet,169,145,126,29,19,12,2886.62,0.9806
2025-08-19,Email,newsletter,email,Lifecycle,mobile,143,102,102,29,19,12,2563.3,0.9746
2025-08-19,Organic Search,google,organic,Always-on SEO,desktop,98,71,63,14,7,5,957.31,0.9609
2025-08-20,Paid Social,instagram,paid_social,Creator Offers,mobile,177,139,139,40,21,15,3504.1,0.9684
2025-08-20,Affiliates,partners,affiliate,Partner Network,desktop,175,136,126,32,17,11,2384.93,0.9897
2025-08-20,Paid Search,google,cpc,KSA Growth,tablet,140,108,95,23,15,10,2045.09,0.9943
2025-08-21,Email,newsletter,email,Lifecycle,desktop,93,76,66,12,7,5,1214.5,0.981
2025-08-21,Organic Search,google,organic,Always-on SEO,tablet,151,137,121,24,12,9,2150.4,0.9689
2025-08-21,Direct,direct,none,Unassigned,mobile,199,159,148,43,30,17,3489.31,0.9863
2025-08-22,Affiliates,partners,affiliate,Partner Network,tablet,113,86,87,21,12,10,1916.35,0.9873
2025-08-22,Paid Search,google,cpc,KSA Growth,mobile,209,156,136,28,15,10,1799.33,0.9823
2025-08-22,Paid Social,instagram,paid_social,Creator Offers,desktop,111,85,74,16,8,5,1463.04,0.9639
2025-08-23,Organic Search,google,organic,Always-on SEO,mobile,133,98,104,20,11,7,2058.34,0.9916
2025-08-23,Direct,direct,none,Unassigned,desktop,84,65,60,16,8,5,1167.46,0.9758
2025-08-23,Email,newsletter,email,Lifecycle,tablet,98,85,70,14,8,6,1178.11,0.9804
2025-08-24,Paid Search,google,cpc,KSA Growth,desktop,169,145,111,24,13,9,2461.54,0.9652
2025-08-24,Paid Social,instagram,paid_social,Creator Offers,tablet,98,77,73,16,8,5,764.16,0.9629
2025-08-24,Affiliates,partners,affiliate,Partner Network,mobile,101,91,70,19,9,6,1825.92,0.9869
2025-08-25,Direct,direct,none,Unassigned,tablet,135,100,89,16,11,8,2101.63,0.9612
2025-08-25,Email,newsletter,email,Lifecycle,mobile,129,113,91,17,9,6,1616.93,0.9918
2025-08-25,Organic Search,google,organic,Always-on SEO,desktop,112,98,87,20,13,9,1739.9,0.9928
2025-08-26,Paid Social,instagram,paid_social,Creator Offers,mobile,84,72,56,12,6,5,1261.44,0.9892
2025-08-26,Affiliates,partners,affiliate,Partner Network,desktop,97,86,64,18,9,6,1219.39,0.9822
2025-08-26,Paid Search,google,cpc,KSA Growth,tablet,169,133,133,39,22,14,3148.42,0.9842
2025-08-27,Email,newsletter,email,Lifecycle,desktop,102,80,75,15,8,5,914.98,0.9793
2025-08-27,Organic Search,google,organic,Always-on SEO,tablet,173,136,116,27,15,10,1900.03,0.9924
2025-08-27,Direct,direct,none,Unassigned,mobile,96,70,66,14,7,4,1147.2,0.9803
2025-08-28,Affiliates,partners,affiliate,Partner Network,tablet,168,132,117,28,15,9,2425.63,0.9817
2025-08-28,Paid Search,google,cpc,KSA Growth,mobile,141,127,110,28,15,10,2094.14,0.9609
2025-08-28,Paid Social,instagram,paid_social,Creator Offers,desktop,116,102,93,21,13,10,1875.26,0.9777
2025-08-29,Organic Search,google,organic,Always-on SEO,mobile,105,86,66,19,12,8,1965.22,0.9651
2025-08-29,Direct,direct,none,Unassigned,desktop,186,149,149,26,17,12,3370.94,0.9935
2025-08-29,Email,newsletter,email,Lifecycle,tablet,164,127,104,30,18,12,2705.66,0.9721
2025-08-30,Paid Search,google,cpc,KSA Growth,desktop,152,122,124,30,20,15,3249.02,0.9656
2025-08-30,Paid Social,instagram,paid_social,Creator Offers,tablet,109,95,83,24,16,9,2043.17,0.9668
2025-08-30,Affiliates,partners,affiliate,Partner Network,mobile,147,117,114,32,19,11,2048.93,0.9616
2025-08-31,Direct,direct,none,Unassigned,tablet,129,106,97,25,18,12,2567.14,0.9842
2025-08-31,Email,newsletter,email,Lifecycle,mobile,105,91,82,21,10,6,1012.9,0.9624
2025-08-31,Organic Search,google,organic,Always-on SEO,desktop,191,149,150,34,23,15,3493.82,0.9936
2025-09-01,Paid Social,instagram,paid_social,Creator Offers,mobile,138,108,87,23,11,7,1739.52,0.9782
2025-09-01,Affiliates,partners,affiliate,Partner Network,desktop,90,77,72,12,6,5,1077.22,0.9671
2025-09-01,Paid Search,google,cpc,KSA Growth,tablet,131,103,83,24,12,9,1901.86,0.9817
2025-09-02,Email,newsletter,email,Lifecycle,desktop,101,84,64,11,6,4,1208.74,0.9911
2025-09-02,Organic Search,google,organic,Always-on SEO,tablet,160,115,127,24,16,12,2852.74,0.9805
2025-09-02,Direct,direct,none,Unassigned,mobile,116,97,87,18,10,8,1783.87,0.9826
2025-09-03,Affiliates,partners,affiliate,Partner Network,tablet,90,76,61,13,8,6,979.39,0.9727
2025-09-03,Paid Search,google,cpc,KSA Growth,mobile,149,112,100,23,14,9,2367.46,0.9601
2025-09-03,Paid Social,instagram,paid_social,Creator Offers,desktop,101,91,75,21,14,10,2048.83,0.9657
2025-09-04,Organic Search,google,organic,Always-on SEO,mobile,128,105,83,18,11,8,1457.57,0.9904
2025-09-04,Direct,direct,none,Unassigned,desktop,164,142,108,28,17,11,2232.48,0.9775
2025-09-04,Email,newsletter,email,Lifecycle,tablet,182,139,126,36,19,13,2719.87,0.9841
2025-09-05,Paid Search,google,cpc,KSA Growth,desktop,197,174,129,26,15,9,1570.85,0.9904
2025-09-05,Paid Social,instagram,paid_social,Creator Offers,tablet,205,161,163,48,28,18,4034.5,0.9605
2025-09-05,Affiliates,partners,affiliate,Partner Network,mobile,121,99,87,24,14,9,1658.98,0.9823
2025-09-06,Direct,direct,none,Unassigned,tablet,144,107,95,20,10,6,1248.1,0.9759
2025-09-06,Email,newsletter,email,Lifecycle,mobile,130,101,88,23,13,8,2042.21,0.9837
2025-09-06,Organic Search,google,organic,Always-on SEO,desktop,147,110,105,21,12,9,1820.26,0.9731
2025-09-07,Paid Social,instagram,paid_social,Creator Offers,mobile,103,86,84,23,15,11,2548.42,0.9752
2025-09-07,Affiliates,partners,affiliate,Partner Network,desktop,151,119,104,18,12,8,1292.35,0.9812
2025-09-07,Paid Search,google,cpc,KSA Growth,tablet,151,117,104,24,12,7,1095.46,0.9838
2025-09-08,Email,newsletter,email,Lifecycle,desktop,145,110,96,18,11,9,1888.42,0.976
2025-09-08,Organic Search,google,organic,Always-on SEO,tablet,97,82,72,17,9,7,1083.94,0.9909
2025-09-08,Direct,direct,none,Unassigned,mobile,124,91,80,15,8,5,1365.31,0.986
2025-09-09,Affiliates,partners,affiliate,Partner Network,tablet,89,78,57,14,8,5,1272.0,0.9917
2025-09-09,Paid Search,google,cpc,KSA Growth,mobile,125,110,85,15,7,6,1310.5,0.9874
2025-09-09,Paid Social,instagram,paid_social,Creator Offers,desktop,100,77,64,15,8,5,818.98,0.9906
2025-09-10,Organic Search,google,organic,Always-on SEO,mobile,123,99,96,24,13,9,1524.67,0.9791
2025-09-10,Direct,direct,none,Unassigned,desktop,107,95,70,12,8,6,1485.31,0.9919
2025-09-10,Email,newsletter,email,Lifecycle,tablet,120,97,88,20,11,8,1481.28,0.9625
2025-09-11,Paid Search,google,cpc,KSA Growth,desktop,155,112,124,28,15,11,2184.19,0.9942
2025-09-11,Paid Social,instagram,paid_social,Creator Offers,tablet,147,113,118,28,19,13,3135.65,0.9927
2025-09-11,Affiliates,partners,affiliate,Partner Network,mobile,122,98,84,23,13,7,1434.53,0.9784
2025-09-12,Direct,direct,none,Unassigned,tablet,167,146,134,30,19,14,3430.37,0.9771
2025-09-12,Email,newsletter,email,Lifecycle,mobile,178,137,126,33,20,16,3296.35,0.9945
2025-09-12,Organic Search,google,organic,Always-on SEO,desktop,169,148,117,27,16,12,2229.31,0.981
2025-09-13,Paid Social,instagram,paid_social,Creator Offers,mobile,76,58,51,10,5,3,582.72,0.9855
2025-09-13,Affiliates,partners,affiliate,Partner Network,desktop,143,122,94,22,13,8,1965.31,0.9673
2025-09-13,Paid Search,google,cpc,KSA Growth,tablet,104,81,82,24,12,9,1875.07,0.9837
2025-09-14,Email,newsletter,email,Lifecycle,desktop,152,133,117,33,20,12,2299.3,0.9623
2025-09-14,Organic Search,google,organic,Always-on SEO,tablet,139,109,110,24,15,10,2154.82,0.9737
2025-09-14,Direct,direct,none,Unassigned,mobile,98,78,74,14,8,6,1230.82,0.9946
2025-09-15,Affiliates,partners,affiliate,Partner Network,tablet,143,115,97,18,11,8,1468.9,0.9769
2025-09-15,Paid Search,google,cpc,KSA Growth,mobile,92,78,66,11,7,4,946.56,0.9878
2025-09-15,Paid Social,instagram,paid_social,Creator Offers,desktop,83,69,64,14,7,4,927.36,0.9923
2025-09-16,Organic Search,google,organic,Always-on SEO,mobile,96,72,72,18,10,8,2107.3,0.9641
2025-09-16,Direct,direct,none,Unassigned,desktop,104,78,70,20,13,9,2314.85,0.9752
2025-09-16,Email,newsletter,email,Lifecycle,tablet,149,129,106,19,11,8,1595.62,0.9825
2025-09-17,Paid Search,google,cpc,KSA Growth,desktop,163,145,124,22,13,9,2284.9,0.9652
2025-09-17,Paid Social,instagram,paid_social,Creator Offers,tablet,79,70,55,11,5,3,621.12,0.964
2025-09-17,Affiliates,partners,affiliate,Partner Network,mobile,85,66,67,14,8,5,862.18,0.9641
2025-09-18,Direct,direct,none,Unassigned,tablet,158,122,124,24,17,11,2315.71,0.9703
2025-09-18,Email,newsletter,email,Lifecycle,mobile,80,64,53,15,8,6,1508.35,0.9892
2025-09-18,Organic Search,google,organic,Always-on SEO,desktop,79,64,59,12,6,5,1204.13,0.9636
2025-09-19,Paid Social,instagram,paid_social,Creator Offers,mobile,99,84,68,18,11,8,1452.48,0.9791
2025-09-19,Affiliates,partners,affiliate,Partner Network,desktop,143,117,99,18,12,9,1948.8,0.986
2025-09-19,Paid Search,google,cpc,KSA Growth,tablet,103,91,75,19,12,9,2010.72,0.9916
2025-09-20,Email,newsletter,email,Lifecycle,desktop,148,109,120,33,20,11,2265.83,0.9808
2025-09-20,Organic Search,google,organic,Always-on SEO,tablet,160,131,129,31,18,9,2152.4,0.9641
2025-09-20,Direct,direct,none,Unassigned,mobile,108,87,80,18,11,5,1411.07,0.9808
2025-09-21,Affiliates,partners,affiliate,Partner Network,tablet,212,180,165,39,22,9,2357.63,0.9773
2025-09-21,Paid Search,google,cpc,KSA Growth,mobile,213,176,149,27,17,7,1583.31,0.989
2025-09-21,Paid Social,instagram,paid_social,Creator Offers,desktop,194,145,133,25,14,6,1215.98,0.9728
2025-09-22,Organic Search,google,organic,Always-on SEO,mobile,101,92,81,16,10,5,1002.46,0.9655
2025-09-22,Direct,direct,none,Unassigned,desktop,223,163,177,48,34,17,4237.28,0.9815
2025-09-22,Email,newsletter,email,Lifecycle,tablet,158,134,125,27,18,7,1536.39,0.9907
2025-09-23,Paid Search,google,cpc,KSA Growth,desktop,158,140,103,25,18,8,1857.28,0.9682
2025-09-23,Paid Social,instagram,paid_social,Creator Offers,tablet,175,138,116,31,19,7,1837.43,0.9605
2025-09-23,Affiliates,partners,affiliate,Partner Network,mobile,105,80,75,21,12,5,1148.66,0.9619
2025-09-24,Direct,direct,none,Unassigned,tablet,104,85,84,17,9,5,1226.18,0.993
2025-09-24,Email,newsletter,email,Lifecycle,mobile,121,97,91,20,13,6,1200.4,0.9936
2025-09-24,Organic Search,google,organic,Always-on SEO,desktop,128,95,84,15,9,4,980.02,0.9665
2025-09-25,Paid Social,instagram,paid_social,Creator Offers,mobile,126,109,102,29,16,9,2074.56,0.9812
2025-09-25,Affiliates,partners,affiliate,Partner Network,desktop,113,102,76,14,7,4,689.47,0.9911
2025-09-25,Paid Search,google,cpc,KSA Growth,tablet,247,184,185,47,31,18,4056.48,0.9855
2025-09-26,Email,newsletter,email,Lifecycle,desktop,128,102,97,28,17,11,2181.5,0.9754
2025-09-26,Organic Search,google,organic,Always-on SEO,tablet,116,102,84,22,13,10,2100.58,0.961
2025-09-26,Direct,direct,none,Unassigned,mobile,101,74,78,18,10,6,1251.84,0.9891
2025-09-27,Affiliates,partners,affiliate,Partner Network,tablet,108,87,70,13,7,5,1017.89,0.9791
2025-09-27,Paid Search,google,cpc,KSA Growth,mobile,118,92,78,18,12,8,1781.86,0.9645
2025-09-27,Paid Social,instagram,paid_social,Creator Offers,desktop,141,121,89,17,9,5,1601.38,0.9746
