order_id,tracking_transaction_id,order_date,anonymous_customer_id,customer_type,channel,source,medium,campaign,device,city,payment_method,coupon_group,order_status,gross_revenue_sar,discount_sar,refund_sar,net_revenue_sar
SYN-20250605-1-05,TX-250605-1-05,2025-06-05,CUST-01891,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250605-1-06,TX-250605-1-06,2025-06-05,CUST-01908,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250605-1-07,TX-250605-1-07,2025-06-05,CUST-01925,returning,Paid Search,google,cpc,KSA Growth,mobile,Khobar,mastercard,none,completed,278.0,0.0,0.0,278.0
SYN-20250605-2-00,TX-250605-2-00,2025-06-05,CUST-01907,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250605-2-01,TX-250605-2-01,2025-06-05,CUST-01924,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250605-2-02,TX-250605-2-02,2025-06-05,CUST-01941,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250605-2-03,TX-250605-2-03,2025-06-05,CUST-01958,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250605-2-04,TX-250605-2-04,2025-06-05,CUST-01975,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250605-2-05,TX-250605-2-05,2025-06-05,CUST-01992,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250605-2-06,TX-250605-2-06,2025-06-05,CUST-02009,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250605-2-07,TX-250605-2-07,2025-06-05,CUST-02026,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250605-2-08,TX-250605-2-08,2025-06-05,CUST-02043,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250605-2-09,TX-250605-2-09,2025-06-05,CUST-02060,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,398.0,39.8,0.0,358.2
SYN-20250605-2-10,TX-250605-2-10,2025-06-05,CUST-02077,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250605-2-11,TX-250605-2-11,2025-06-05,CUST-02094,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,apple_pay,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250606-0-00,TX-250606-0-00,2025-06-06,CUST-01716,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,none,completed,299.0,0.0,0.0,299.0
SYN-20250606-0-01,TX-250606-0-01,2025-06-06,CUST-01733,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250606-0-02,TX-250606-0-02,2025-06-06,CUST-01750,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,campaign,completed,179.0,17.9,0.0,161.1
SYN-20250606-0-03,TX-250606-0-03,2025-06-06,CUST-01767,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250606-0-04,TX-250606-0-04,2025-06-06,CUST-01784,returning,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,apple_pay,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250606-1-00,TX-250606-1-00,2025-06-06,CUST-01817,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250606-1-01,TX-250606-1-01,2025-06-06,CUST-01834,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250606-1-02,TX-250606-1-02,2025-06-06,CUST-01851,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250606-1-03,TX-250606-1-03,2025-06-06,CUST-01868,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250606-1-04,TX-250606-1-04,2025-06-06,CUST-01885,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250606-1-05,TX-250606-1-05,2025-06-06,CUST-01902,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,campaign,completed,159.0,15.9,0.0,143.1
SYN-20250606-1-06,TX-250606-1-06,2025-06-06,CUST-01919,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,none,completed,279.0,0.0,0.0,279.0
SYN-20250606-1-07,TX-250606-1-07,2025-06-06,CUST-01936,new,Direct,direct,none,Unassigned,desktop,Jeddah,stc_pay,campaign,completed,398.0,39.8,0.0,358.2
SYN-20250606-2-00,TX-250606-2-00,2025-06-06,CUST-01918,new,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250606-2-01,TX-250606-2-01,2025-06-06,CUST-01935,new,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250606-2-02,TX-250606-2-02,2025-06-06,CUST-01952,new,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250606-2-03,TX-250606-2-03,2025-06-06,CUST-01969,new,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250606-2-04,TX-250606-2-04,2025-06-06,CUST-01986,new,Email,newsletter,email,Lifecycle,tablet,Dammam,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250607-0-00,TX-250607-0-00,2025-06-07,CUST-01727,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,campaign,completed,139.0,13.9,0.0,125.1
SYN-20250607-0-01,TX-250607-0-01,2025-06-07,CUST-01744,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,189.0,0.0,0.0,189.0
SYN-20250607-0-02,TX-250607-0-02,2025-06-07,CUST-01761,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250607-0-03,TX-250607-0-03,2025-06-07,CUST-01778,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250607-0-04,TX-250607-0-04,2025-06-07,CUST-01795,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250607-0-05,TX-250607-0-05,2025-06-07,CUST-01812,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250607-0-06,TX-250607-0-06,2025-06-07,CUST-01829,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250607-0-07,TX-250607-0-07,2025-06-07,CUST-01846,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,299.0,0.0,0.0,299.0
SYN-20250607-0-08,TX-250607-0-08,2025-06-07,CUST-01863,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250607-0-09,TX-250607-0-09,2025-06-07,CUST-01880,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250607-0-10,TX-250607-0-10,2025-06-07,CUST-01897,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250607-0-11,TX-250607-0-11,2025-06-07,CUST-01914,new,Paid Search,google,cpc,KSA Growth,desktop,Dammam,visa,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250607-1-00,TX-250607-1-00,2025-06-07,CUST-01828,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,none,completed,159.0,0.0,0.0,159.0
SYN-20250607-1-01,TX-250607-1-01,2025-06-07,CUST-01845,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250607-1-02,TX-250607-1-02,2025-06-07,CUST-01862,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250607-1-03,TX-250607-1-03,2025-06-07,CUST-01879,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,campaign,completed,359.0,35.9,0.0,323.1
SYN-20250607-1-04,TX-250607-1-04,2025-06-07,CUST-01896,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250607-1-05,TX-250607-1-05,2025-06-07,CUST-01913,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250607-1-06,TX-250607-1-06,2025-06-07,CUST-01930,new,Paid Social,instagram,paid_social,Creator Offers,tablet,Makkah,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250607-2-00,TX-250607-2-00,2025-06-07,CUST-01929,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250607-2-01,TX-250607-2-01,2025-06-07,CUST-01946,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250607-2-02,TX-250607-2-02,2025-06-07,CUST-01963,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250607-2-03,TX-250607-2-03,2025-06-07,CUST-01980,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,179.0,0.0,0.0,179.0
SYN-20250607-2-04,TX-250607-2-04,2025-06-07,CUST-01997,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250607-2-05,TX-250607-2-05,2025-06-07,CUST-02014,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,219.0,0.0,0.0,219.0
SYN-20250607-2-06,TX-250607-2-06,2025-06-07,CUST-02031,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,139.0,0.0,0.0,139.0
SYN-20250607-2-07,TX-250607-2-07,2025-06-07,CUST-02048,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250607-2-08,TX-250607-2-08,2025-06-07,CUST-02065,new,Affiliates,partners,affiliate,Partner Network,mobile,Madinah,mastercard,none,completed,329.0,0.0,0.0,329.0
SYN-20250608-0-00,TX-250608-0-00,2025-06-08,CUST-01738,new,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,none,completed,199.0,0.0,0.0,199.0
SYN-20250608-0-01,TX-250608-0-01,2025-06-08,CUST-01755,new,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250608-0-02,TX-250608-0-02,2025-06-08,CUST-01772,new,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,none,completed,598.0,0.0,0.0,598.0
SYN-20250608-0-03,TX-250608-0-03,2025-06-08,CUST-01789,new,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250608-0-04,TX-250608-0-04,2025-06-08,CUST-01806,new,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,none,completed,179.0,0.0,0.0,179.0
SYN-20250608-0-05,TX-250608-0-05,2025-06-08,CUST-01823,new,Direct,direct,none,Unassigned,tablet,Madinah,mastercard,campaign,completed,249.0,24.9,0.0,224.1
SYN-20250608-1-00,TX-250608-1-00,2025-06-08,CUST-01839,new,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250608-1-01,TX-250608-1-01,2025-06-08,CUST-01856,new,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,campaign,completed,179.0,17.9,0.0,161.1
SYN-20250608-1-02,TX-250608-1-02,2025-06-08,CUST-01873,new,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250608-1-03,TX-250608-1-03,2025-06-08,CUST-01890,new,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250608-1-04,TX-250608-1-04,2025-06-08,CUST-01907,new,Email,newsletter,email,Lifecycle,mobile,Khobar,apple_pay,none,refunded,139.0,0.0,139.0,0.0
SYN-20250608-2-00,TX-250608-2-00,2025-06-08,CUST-01940,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250608-2-01,TX-250608-2-01,2025-06-08,CUST-01957,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250608-2-02,TX-250608-2-02,2025-06-08,CUST-01974,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250608-2-03,TX-250608-2-03,2025-06-08,CUST-01991,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250608-2-04,TX-250608-2-04,2025-06-08,CUST-02008,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250608-2-05,TX-250608-2-05,2025-06-08,CUST-02025,returning,Organic Search,google,organic,Always-on SEO,desktop,Riyadh,stc_pay,none,completed,558.0,0.0,0.0,558.0
SYN-20250609-0-00,TX-250609-0-00,2025-06-09,CUST-01749,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250609-0-01,TX-250609-0-01,2025-06-09,CUST-01766,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250609-0-02,TX-250609-0-02,2025-06-09,CUST-01783,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250609-0-03,TX-250609-0-03,2025-06-09,CUST-01800,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250609-0-04,TX-250609-0-04,2025-06-09,CUST-01817,new,Paid Social,instagram,paid_social,Creator Offers,mobile,Riyadh,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250609-1-00,TX-250609-1-00,2025-06-09,CUST-01850,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,none,completed,189.0,0.0,0.0,189.0
SYN-20250609-1-01,TX-250609-1-01,2025-06-09,CUST-01867,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250609-1-02,TX-250609-1-02,2025-06-09,CUST-01884,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250609-1-03,TX-250609-1-03,2025-06-09,CUST-01901,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,campaign,completed,279.0,27.9,0.0,251.1
SYN-20250609-1-04,TX-250609-1-04,2025-06-09,CUST-01918,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,none,completed,398.0,0.0,0.0,398.0
SYN-20250609-1-05,TX-250609-1-05,2025-06-09,CUST-01935,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250609-1-06,TX-250609-1-06,2025-06-09,CUST-01952,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250609-1-07,TX-250609-1-07,2025-06-09,CUST-01969,returning,Affiliates,partners,affiliate,Partner Network,desktop,Jeddah,visa,campaign,completed,89.0,8.9,0.0,80.1
SYN-20250609-2-00,TX-250609-2-00,2025-06-09,CUST-01951,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250609-2-01,TX-250609-2-01,2025-06-09,CUST-01968,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250609-2-02,TX-250609-2-02,2025-06-09,CUST-01985,new,Paid Search,google,cpc,KSA Growth,tablet,Dammam,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250610-0-00,TX-250610-0-00,2025-06-10,CUST-01760,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,none,completed,159.0,0.0,0.0,159.0
SYN-20250610-0-01,TX-250610-0-01,2025-06-10,CUST-01777,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250610-0-02,TX-250610-0-02,2025-06-10,CUST-01794,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,none,completed,199.0,0.0,0.0,199.0
SYN-20250610-0-03,TX-250610-0-03,2025-06-10,CUST-01811,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250610-0-04,TX-250610-0-04,2025-06-10,CUST-01828,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250610-0-05,TX-250610-0-05,2025-06-10,CUST-01845,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250610-0-06,TX-250610-0-06,2025-06-10,CUST-01862,returning,Email,newsletter,email,Lifecycle,desktop,Dammam,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250610-1-00,TX-250610-1-00,2025-06-10,CUST-01861,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,none,completed,359.0,0.0,0.0,359.0
SYN-20250610-1-01,TX-250610-1-01,2025-06-10,CUST-01878,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,campaign,completed,299.0,29.9,0.0,269.1
SYN-20250610-1-02,TX-250610-1-02,2025-06-10,CUST-01895,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,none,completed,89.0,0.0,0.0,89.0
SYN-20250610-1-03,TX-250610-1-03,2025-06-10,CUST-01912,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,none,completed,179.0,0.0,0.0,179.0
SYN-20250610-1-04,TX-250610-1-04,2025-06-10,CUST-01929,new,Organic Search,google,organic,Always-on SEO,tablet,Makkah,mastercard,none,completed,249.0,0.0,0.0,249.0
SYN-20250610-2-00,TX-250610-2-00,2025-06-10,CUST-01962,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250610-2-01,TX-250610-2-01,2025-06-10,CUST-01979,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250610-2-02,TX-250610-2-02,2025-06-10,CUST-01996,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250610-2-03,TX-250610-2-03,2025-06-10,CUST-02013,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250610-2-04,TX-250610-2-04,2025-06-10,CUST-02030,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250610-2-05,TX-250610-2-05,2025-06-10,CUST-02047,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,campaign,completed,329.0,32.9,0.0,296.1
SYN-20250610-2-06,TX-250610-2-06,2025-06-10,CUST-02064,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,completed,159.0,0.0,0.0,159.0
SYN-20250610-2-07,TX-250610-2-07,2025-06-10,CUST-02081,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,refunded,558.0,0.0,558.0,0.0
SYN-20250610-2-08,TX-250610-2-08,2025-06-10,CUST-02098,new,Direct,direct,none,Unassigned,mobile,Madinah,apple_pay,none,completed,199.0,0.0,0.0,199.0
SYN-20250611-0-00,TX-250611-0-00,2025-06-11,CUST-01771,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,89.0,0.0,0.0,89.0
SYN-20250611-0-01,TX-250611-0-01,2025-06-11,CUST-01788,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,179.0,0.0,0.0,179.0
SYN-20250611-0-02,TX-250611-0-02,2025-06-11,CUST-01805,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,249.0,0.0,0.0,249.0
SYN-20250611-0-03,TX-250611-0-03,2025-06-11,CUST-01822,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250611-0-04,TX-250611-0-04,2025-06-11,CUST-01839,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250611-0-05,TX-250611-0-05,2025-06-11,CUST-01856,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,189.0,0.0,0.0,189.0
SYN-20250611-0-06,TX-250611-0-06,2025-06-11,CUST-01873,new,Affiliates,partners,affiliate,Partner Network,tablet,Madinah,apple_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250611-1-00,TX-250611-1-00,2025-06-11,CUST-01872,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,none,completed,219.0,0.0,0.0,219.0
SYN-20250611-1-01,TX-250611-1-01,2025-06-11,CUST-01889,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,none,completed,139.0,0.0,0.0,139.0
SYN-20250611-1-02,TX-250611-1-02,2025-06-11,CUST-01906,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250611-1-03,TX-250611-1-03,2025-06-11,CUST-01923,new,Paid Search,google,cpc,KSA Growth,mobile,Khobar,stc_pay,none,completed,329.0,0.0,0.0,329.0
SYN-20250611-2-00,TX-250611-2-00,2025-06-11,CUST-01973,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250611-2-01,TX-250611-2-01,2025-06-11,CUST-01990,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,none,completed,159.0,0.0,0.0,159.0
SYN-20250611-2-02,TX-250611-2-02,2025-06-11,CUST-02007,new,Paid Social,instagram,paid_social,Creator Offers,desktop,Riyadh,visa,campaign,refunded,279.0,27.9,251.1,0.0
SYN-20250612-0-00,TX-250612-0-00,2025-06-12,CUST-01782,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,campaign,completed,189.0,18.9,0.0,170.1
SYN-20250612-0-01,TX-250612-0-01,2025-06-12,CUST-01799,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,329.0,0.0,0.0,329.0
SYN-20250612-0-02,TX-250612-0-02,2025-06-12,CUST-01816,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,318.0,0.0,0.0,318.0
SYN-20250612-0-03,TX-250612-0-03,2025-06-12,CUST-01833,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,279.0,0.0,0.0,279.0
SYN-20250612-0-04,TX-250612-0-04,2025-06-12,CUST-01850,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,199.0,0.0,0.0,199.0
SYN-20250612-0-05,TX-250612-0-05,2025-06-12,CUST-01867,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,359.0,0.0,0.0,359.0
SYN-20250612-0-06,TX-250612-0-06,2025-06-12,CUST-01884,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,campaign,completed,598.0,59.8,0.0,538.2
SYN-20250612-0-07,TX-250612-0-07,2025-06-12,CUST-01901,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,89.0,0.0,0.0,89.0
SYN-20250612-0-08,TX-250612-0-08,2025-06-12,CUST-01918,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,179.0,0.0,0.0,179.0
SYN-20250612-0-09,TX-250612-0-09,2025-06-12,CUST-01935,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,249.0,0.0,0.0,249.0
SYN-20250612-0-10,TX-250612-0-10,2025-06-12,CUST-01952,new,Organic Search,google,organic,Always-on SEO,mobile,Riyadh,visa,none,completed,219.0,0.0,0.0,219.0
SYN-20250612-1-00,TX-250612-1-00,2025-06-12,CUST-01883,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,279.0,0.0,0.0,279.0
SYN-20250612-1-01,TX-250612-1-01,2025-06-12,CUST-01900,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,campaign,completed,398.0,39.8,0.0,358.2
SYN-20250612-1-02,TX-250612-1-02,2025-06-12,CUST-01917,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,359.0,0.0,0.0,359.0
SYN-20250612-1-03,TX-250612-1-03,2025-06-12,CUST-01934,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,299.0,0.0,0.0,299.0
SYN-20250612-1-04,TX-250612-1-04,2025-06-12,CUST-01951,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,89.0,0.0,0.0,89.0
SYN-20250612-1-05,TX-250612-1-05,2025-06-12,CUST-01968,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,179.0,0.0,0.0,179.0
SYN-20250612-1-06,TX-250612-1-06,2025-06-12,CUST-01985,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,249.0,0.0,0.0,249.0
SYN-20250612-1-07,TX-250612-1-07,2025-06-12,CUST-02002,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,campaign,completed,219.0,21.9,0.0,197.1
SYN-20250612-1-08,TX-250612-1-08,2025-06-12,CUST-02019,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,139.0,0.0,0.0,139.0
SYN-20250612-1-09,TX-250612-1-09,2025-06-12,CUST-02036,new,Direct,direct,none,Unassigned,desktop,Jeddah,mada,none,completed,189.0,0.0,0.0,189.0
